date,sku_id,units_sold,is_promo,is_stockout,year,month,day_of_week,is_weekend,is_back_to_school,is_holiday_season,lag_1,lag_7,rolling_mean_7,rolling_mean_30,units_sold_diff
2024-11-26,MBA13,465,0,0,2024,11,1,0,0,1,78.0,431.0,368.2857142857143,394.06666666666666,387.0
2024-11-27,MBA13,426,0,0,2024,11,2,0,0,1,465.0,454.0,373.14285714285717,402.0,-39.0
2024-11-28,MBA13,449,0,0,2024,11,3,0,0,1,426.0,435.0,369.14285714285717,406.1333333333333,23.0
2024-11-29,MBA13,485,0,0,2024,11,4,0,0,1,449.0,449.0,371.14285714285717,409.96666666666664,36.0
2024-11-30,MBA13,77,0,1,2024,11,5,1,0,1,485.0,383.0,376.2857142857143,415.3666666666667,-408.0
2024-12-01,MBA13,378,0,0,2024,12,6,1,0,1,77.0,348.0,332.57142857142856,407.6666666666667,301.0
2024-12-02,MBA13,446,0,0,2024,12,0,0,0,1,378.0,78.0,336.85714285714283,405.76666666666665,68.0
2024-12-03,MBA13,457,1,0,2024,12,1,0,0,1,446.0,465.0,389.42857142857144,408.9,11.0
2024-12-04,MBA13,431,0,0,2024,12,2,0,0,1,457.0,426.0,388.2857142857143,393.8666666666667,-26.0
2024-12-05,MBA13,94,0,1,2024,12,3,0,0,1,431.0,449.0,389.0,393.8333333333333,-337.0
2024-12-06,MBA13,456,0,0,2024,12,4,0,0,1,94.0,485.0,338.2857142857143,380.6,362.0
2024-12-07,MBA13,391,0,0,2024,12,5,1,0,1,456.0,77.0,334.14285714285717,380.23333333333335,-65.0
2024-12-08,MBA13,361,0,0,2024,12,6,1,0,1,391.0,378.0,379.0,378.76666666666665,-30.0
2024-12-09,MBA13,456,0,0,2024,12,0,0,0,1,361.0,446.0,376.57142857142856,374.8666666666667,95.0
2024-12-10,MBA13,450,0,0,2024,12,1,0,0,1,456.0,457.0,378.0,378.1,-6.0
2024-12-11,MBA13,74,0,1,2024,12,2,0,0,1,450.0,431.0,377.0,380.9,-376.0
2024-12-12,MBA13,455,0,0,2024,12,3,0,0,1,74.0,94.0,326.0,380.56666666666666,381.0
2024-12-13,MBA13,467,0,0,2024,12,4,0,0,1,455.0,456.0,377.57142857142856,381.1666666666667,12.0
2024-12-14,MBA13,375,0,0,2024,12,5,1,0,1,467.0,391.0,379.14285714285717,381.1,-92.0
2024-12-15,MBA13,356,0,0,2024,12,6,1,0,1,375.0,361.0,376.85714285714283,379.3666666666667,-19.0
2024-12-16,MBA13,490,0,0,2024,12,0,0,0,1,356.0,456.0,376.14285714285717,376.3333333333333,134.0
2024-12-17,MBA13,448,0,0,2024,12,1,0,0,1,490.0,450.0,381.0,380.53333333333336,-42.0
2024-12-18,MBA13,107,0,1,2024,12,2,0,0,1,448.0,74.0,380.7142857142857,383.1666666666667,-341.0
2024-12-19,MBA13,447,0,0,2024,12,3,0,0,1,107.0,455.0,385.42857142857144,372.4,340.0
2024-12-20,MBA13,468,0,0,2024,12,4,0,0,1,447.0,467.0,384.2857142857143,372.93333333333334,21.0
2024-12-21,MBA13,363,0,0,2024,12,5,1,0,1,468.0,375.0,384.42857142857144,373.4,-105.0
2024-12-22,MBA13,913,1,0,2024,12,6,1,0,1,363.0,356.0,382.7142857142857,371.0,550.0
2024-12-23,MBA13,466,0,0,2024,12,0,0,0,1,913.0,490.0,462.2857142857143,386.46666666666664,-447.0
2024-12-24,MBA13,479,0,0,2024,12,1,0,0,1,466.0,448.0,458.85714285714283,389.23333333333335,13.0
2024-12-25,MBA13,448,0,0,2024,12,2,0,0,1,479.0,107.0,463.2857142857143,393.6,-31.0
2024-12-26,MBA13,446,0,0,2024,12,3,0,0,1,448.0,447.0,512.0,405.93333333333334,-2.0
2024-12-27,MBA13,441,0,0,2024,12,4,0,0,1,446.0,468.0,511.85714285714283,405.3,-5.0
2024-12-28,MBA13,353,0,0,2024,12,5,1,0,1,441.0,363.0,508.0,405.8,-88.0
2024-12-29,MBA13,64,0,1,2024,12,6,1,0,1,353.0,913.0,506.57142857142856,402.6,-289.0
2024-12-30,MBA13,467,1,0,2024,12,0,0,0,1,64.0,466.0,385.2857142857143,388.56666666666666,403.0
2024-12-31,MBA13,486,1,0,2024,12,1,0,0,1,467.0,479.0,385.42857142857144,401.56666666666666,19.0
2025-01-01,MBA13,328,0,0,2025,1,2,0,0,0,486.0,448.0,386.42857142857144,405.1666666666667,-158.0
2025-01-02,MBA13,330,0,0,2025,1,3,0,0,0,328.0,446.0,369.2857142857143,401.23333333333335,2.0
2025-01-03,MBA13,330,0,0,2025,1,4,0,0,0,330.0,441.0,352.7142857142857,397.0,0.0
2025-01-04,MBA13,276,0,0,2025,1,5,1,0,0,330.0,353.0,336.85714285714283,393.6333333333333,-54.0
2025-01-05,MBA13,249,0,0,2025,1,6,1,0,0,276.0,64.0,325.85714285714283,399.7,-27.0
2025-01-06,MBA13,323,0,0,2025,1,0,0,0,0,249.0,467.0,352.2857142857143,392.8,74.0
2025-01-07,MBA13,314,1,0,2025,1,1,0,0,0,323.0,486.0,331.7142857142857,390.53333333333336,-9.0
2025-01-08,MBA13,314,1,0,2025,1,2,0,0,0,314.0,328.0,307.14285714285717,388.96666666666664,0.0
2025-01-09,MBA13,322,0,0,2025,1,3,0,0,0,314.0,330.0,305.14285714285717,384.23333333333335,8.0
2025-01-10,MBA13,319,0,0,2025,1,4,0,0,0,322.0,330.0,304.0,379.96666666666664,-3.0
2025-01-11,MBA13,649,1,0,2025,1,5,1,0,0,319.0,276.0,302.42857142857144,388.1333333333333,330.0
2025-01-12,MBA13,268,0,0,2025,1,6,1,0,0,649.0,249.0,355.7142857142857,394.6,-381.0
2025-01-13,MBA13,357,1,0,2025,1,0,0,0,0,268.0,323.0,358.42857142857144,387.96666666666664,89.0
2025-01-14,MBA13,321,0,0,2025,1,1,0,0,0,357.0,314.0,363.2857142857143,387.3666666666667,-36.0
2025-01-15,MBA13,334,1,0,2025,1,2,0,0,0,321.0,314.0,364.2857142857143,386.2,13.0
2025-01-16,MBA13,311,0,0,2025,1,3,0,0,0,334.0,322.0,367.14285714285717,381.0,-23.0
2025-01-17,MBA13,333,0,0,2025,1,4,0,0,0,311.0,319.0,365.57142857142856,376.43333333333334,22.0
2025-01-18,MBA13,251,0,0,2025,1,5,1,0,0,333.0,649.0,367.57142857142856,383.96666666666664,-82.0
2025-01-19,MBA13,256,0,0,2025,1,6,1,0,0,251.0,268.0,310.7142857142857,377.43333333333334,5.0
2025-01-20,MBA13,329,0,0,2025,1,0,0,0,0,256.0,357.0,309.0,370.3666666666667,73.0
2025-01-21,MBA13,322,0,0,2025,1,1,0,0,0,329.0,321.0,305.0,369.23333333333335,-7.0
2025-01-22,MBA13,321,0,0,2025,1,2,0,0,0,322.0,334.0,305.14285714285717,349.53333333333336,-1.0
2025-01-23,MBA13,308,0,0,2025,1,3,0,0,0,321.0,311.0,303.2857142857143,344.7,-13.0
2025-01-24,MBA13,325,0,0,2025,1,4,0,0,0,308.0,333.0,302.85714285714283,339.0,17.0
2025-01-25,MBA13,290,0,0,2025,1,5,1,0,0,325.0,251.0,301.7142857142857,334.9,-35.0
2025-01-26,MBA13,241,0,0,2025,1,6,1,0,0,290.0,256.0,307.2857142857143,329.7,-49.0
2025-01-27,MBA13,321,1,0,2025,1,0,0,0,0,241.0,329.0,305.14285714285717,323.03333333333336,80.0
2025-01-28,MBA13,331,0,0,2025,1,1,0,0,0,321.0,322.0,304.0,321.96666666666664,10.0
2025-01-29,MBA13,324,0,0,2025,1,2,0,0,0,331.0,321.0,305.2857142857143,330.8666666666667,-7.0
2025-01-30,MBA13,340,0,0,2025,1,3,0,0,0,324.0,308.0,305.7142857142857,326.1,16.0
2025-01-31,MBA13,310,0,0,2025,1,4,0,0,0,340.0,325.0,310.2857142857143,321.23333333333335,-30.0
2025-02-01,MBA13,272,0,0,2025,2,5,1,0,0,310.0,290.0,308.14285714285717,320.6333333333333,-38.0
2025-02-02,MBA13,264,0,0,2025,2,6,1,0,0,272.0,241.0,305.57142857142856,318.7,-8.0
2025-02-03,MBA13,323,1,0,2025,2,0,0,0,0,264.0,321.0,308.85714285714283,316.5,59.0
2025-02-04,MBA13,312,0,0,2025,2,1,0,0,0,323.0,331.0,309.14285714285717,318.06666666666666,-11.0
2025-02-05,MBA13,321,0,0,2025,2,2,0,0,0,312.0,324.0,306.42857142857144,320.1666666666667,9.0
2025-02-06,MBA13,308,0,0,2025,2,3,0,0,0,321.0,340.0,306.0,320.1,-13.0
2025-02-07,MBA13,336,0,0,2025,2,4,0,0,0,308.0,310.0,301.42857142857144,319.9,28.0
2025-02-08,MBA13,270,0,0,2025,2,5,1,0,0,336.0,272.0,305.14285714285717,320.6333333333333,-66.0
2025-02-09,MBA13,253,0,0,2025,2,6,1,0,0,270.0,264.0,304.85714285714283,318.9,-17.0
2025-02-10,MBA13,318,0,0,2025,2,0,0,0,0,253.0,323.0,303.2857142857143,316.7,65.0
2025-02-11,MBA13,334,0,0,2025,2,1,0,0,0,318.0,312.0,302.57142857142856,305.6666666666667,16.0
2025-02-12,MBA13,320,0,0,2025,2,2,0,0,0,334.0,321.0,305.7142857142857,307.8666666666667,-14.0
2025-02-13,MBA13,348,0,0,2025,2,3,0,0,0,320.0,308.0,305.57142857142856,306.6333333333333,28.0
2025-02-14,MBA13,328,0,0,2025,2,4,0,0,0,348.0,336.0,311.2857142857143,307.53333333333336,-20.0
2025-02-15,MBA13,248,0,0,2025,2,5,1,0,0,328.0,270.0,310.14285714285717,307.3333333333333,-80.0
2025-02-16,MBA13,193,0,1,2025,2,6,1,0,0,248.0,253.0,307.0,305.23333333333335,-55.0
2025-02-17,MBA13,335,0,0,2025,2,0,0,0,0,193.0,318.0,298.42857142857144,300.56666666666666,142.0
2025-02-18,MBA13,314,0,0,2025,2,1,0,0,0,335.0,334.0,300.85714285714283,303.3666666666667,-21.0
2025-02-19,MBA13,322,0,0,2025,2,2,0,0,0,314.0,320.0,298.0,305.3,8.0
2025-02-20,MBA13,217,0,1,2025,2,3,0,0,0,322.0,348.0,298.2857142857143,305.06666666666666,-105.0
2025-02-21,MBA13,321,0,0,2025,2,4,0,0,0,217.0,328.0,279.57142857142856,301.56666666666666,104.0
2025-02-22,MBA13,240,0,0,2025,2,5,1,0,0,321.0,248.0,278.57142857142856,301.56666666666666,-81.0
2025-02-23,MBA13,629,1,0,2025,2,6,1,0,0,240.0,193.0,277.42857142857144,299.3,389.0
2025-02-24,MBA13,338,0,0,2025,2,0,0,0,0,629.0,335.0,339.7142857142857,309.43333333333334,-291.0
2025-02-25,MBA13,316,0,0,2025,2,1,0,0,0,338.0,314.0,340.14285714285717,311.03333333333336,-22.0
2025-02-26,MBA13,315,0,0,2025,2,2,0,0,0,316.0,322.0,340.42857142857144,313.53333333333336,-1.0
2025-02-27,MBA13,350,0,0,2025,2,3,0,0,0,315.0,217.0,339.42857142857144,313.3333333333333,35.0
2025-02-28,MBA13,334,0,0,2025,2,4,0,0,0,350.0,321.0,358.42857142857144,313.96666666666664,-16.0
2025-03-01,MBA13,282,0,0,2025,3,5,1,0,0,334.0,240.0,360.2857142857143,314.3,-52.0
2025-03-02,MBA13,277,0,0,2025,3,6,1,0,0,282.0,629.0,366.2857142857143,312.3666666666667,-5.0
2025-03-03,MBA13,332,0,0,2025,3,0,0,0,0,277.0,338.0,316.0,311.26666666666665,55.0
2025-03-04,MBA13,342,0,0,2025,3,1,0,0,0,332.0,316.0,315.14285714285717,313.26666666666665,10.0
2025-03-05,MBA13,310,0,0,2025,3,2,0,0,0,342.0,315.0,318.85714285714283,315.8666666666667,-32.0
2025-03-06,MBA13,308,0,0,2025,3,3,0,0,0,310.0,350.0,318.14285714285717,315.43333333333334,-2.0
2025-03-07,MBA13,317,1,0,2025,3,4,0,0,0,308.0,334.0,312.14285714285717,315.3,9.0
2025-03-08,MBA13,235,0,0,2025,3,5,1,0,0,317.0,282.0,309.7142857142857,315.1666666666667,-82.0
2025-03-09,MBA13,261,0,0,2025,3,6,1,0,0,235.0,277.0,303.0,312.73333333333335,26.0
2025-03-10,MBA13,315,1,0,2025,3,0,0,0,0,261.0,332.0,300.7142857142857,310.23333333333335,54.0
2025-03-11,MBA13,321,1,0,2025,3,1,0,0,0,315.0,342.0,298.2857142857143,311.73333333333335,6.0
2025-03-12,MBA13,317,0,0,2025,3,2,0,0,0,321.0,310.0,295.2857142857143,314.0,-4.0
2025-03-13,MBA13,284,0,0,2025,3,3,0,0,0,317.0,308.0,296.2857142857143,313.96666666666664,-33.0
2025-03-14,MBA13,319,0,0,2025,3,4,0,0,0,284.0,317.0,292.85714285714283,312.3,35.0
2025-03-15,MBA13,260,0,0,2025,3,5,1,0,0,319.0,235.0,293.14285714285717,312.26666666666665,-59.0
2025-03-16,MBA13,236,0,1,2025,3,6,1,0,0,260.0,261.0,296.7142857142857,309.3333333333333,-24.0
2025-03-17,MBA13,323,0,0,2025,3,0,0,0,0,236.0,315.0,293.14285714285717,306.26666666666665,87.0
2025-03-18,MBA13,322,0,0,2025,3,1,0,0,0,323.0,321.0,294.2857142857143,308.76666666666665,-1.0
2025-03-19,MBA13,278,0,1,2025,3,2,0,0,0,322.0,317.0,294.42857142857144,313.06666666666666,-44.0
2025-03-20,MBA13,317,0,0,2025,3,3,0,0,0,278.0,284.0,288.85714285714283,311.1666666666667,39.0
2025-03-21,MBA13,323,0,0,2025,3,4,0,0,0,317.0,319.0,293.57142857142856,311.26666666666665,6.0
2025-03-22,MBA13,662,1,0,2025,3,5,1,0,0,323.0,260.0,294.14285714285717,311.3,339.0
2025-03-23,MBA13,249,0,0,2025,3,6,1,0,0,662.0,236.0,351.57142857142856,326.1333333333333,-413.0
2025-03-24,MBA13,334,0,0,2025,3,0,0,0,0,249.0,323.0,353.42857142857144,323.73333333333335,85.0
2025-03-25,MBA13,237,0,1,2025,3,1,0,0,0,334.0,322.0,355.0,326.8666666666667,-97.0
2025-03-26,MBA13,330,0,0,2025,3,2,0,0,0,237.0,278.0,342.85714285714283,313.8,93.0
2025-03-27,MBA13,330,0,0,2025,3,3,0,0,0,330.0,317.0,350.2857142857143,313.53333333333336,0.0
2025-03-28,MBA13,315,0,0,2025,3,4,0,0,0,330.0,323.0,352.14285714285717,314.0,-15.0
2025-03-29,MBA13,257,0,0,2025,3,5,1,0,0,315.0,662.0,351.0,314.0,-58.0
2025-03-30,MBA13,283,0,0,2025,3,6,1,0,0,257.0,249.0,293.14285714285717,310.9,26.0
2025-03-31,MBA13,319,0,0,2025,3,0,0,0,0,283.0,334.0,298.0,309.2,36.0
2025-04-01,MBA13,344,1,0,2025,4,1,0,0,0,319.0,237.0,295.85714285714283,310.43333333333334,25.0
2025-04-02,MBA13,337,1,0,2025,4,2,0,0,0,344.0,330.0,311.14285714285717,312.6666666666667,-7.0
2025-04-03,MBA13,311,0,0,2025,4,3,0,0,0,337.0,330.0,312.14285714285717,312.8333333333333,-26.0
2025-04-04,MBA13,312,0,0,2025,4,4,0,0,0,311.0,315.0,309.42857142857144,311.8,1.0
2025-04-05,MBA13,265,0,0,2025,4,5,1,0,0,312.0,257.0,309.0,311.8666666666667,-47.0
2025-04-06,MBA13,279,0,0,2025,4,6,1,0,0,265.0,283.0,310.14285714285717,310.43333333333334,14.0
2025-04-07,MBA13,302,0,0,2025,4,0,0,0,0,279.0,319.0,309.57142857142856,309.1666666666667,23.0
2025-04-08,MBA13,343,0,0,2025,4,1,0,0,0,302.0,344.0,307.14285714285717,311.4,41.0
2025-04-09,MBA13,329,0,0,2025,4,2,0,0,0,343.0,337.0,307.0,314.1333333333333,-14.0
2025-04-10,MBA13,317,0,0,2025,4,3,0,0,0,329.0,311.0,305.85714285714283,314.6,-12.0
2025-04-11,MBA13,325,0,0,2025,4,4,0,0,0,317.0,312.0,306.7142857142857,314.46666666666664,8.0
2025-04-12,MBA13,657,1,0,2025,4,5,1,0,0,325.0,265.0,308.57142857142856,314.73333333333335,332.0
2025-04-13,MBA13,244,0,0,2025,4,6,1,0,0,657.0,279.0,364.57142857142856,327.1666666666667,-413.0
2025-04-14,MBA13,254,0,1,2025,4,0,0,0,0,244.0,302.0,359.57142857142856,324.6666666666667,10.0
2025-04-15,MBA13,321,0,0,2025,4,1,0,0,0,254.0,343.0,352.7142857142857,324.46666666666664,67.0
2025-04-16,MBA13,298,0,0,2025,4,2,0,0,0,321.0,329.0,349.57142857142856,327.3,-23.0
2025-04-17,MBA13,348,1,0,2025,4,3,0,0,0,298.0,317.0,345.14285714285717,326.46666666666664,50.0
2025-04-18,MBA13,312,0,0,2025,4,4,0,0,0,348.0,325.0,349.57142857142856,327.3333333333333,-36.0
2025-04-19,MBA13,252,0,0,2025,4,5,1,0,0,312.0,657.0,347.7142857142857,328.46666666666664,-60.0
2025-04-20,MBA13,258,0,0,2025,4,6,1,0,0,252.0,244.0,289.85714285714283,326.3,6.0
2025-04-21,MBA13,327,0,0,2025,4,0,0,0,0,258.0,254.0,291.85714285714283,324.1333333333333,69.0
2025-04-22,MBA13,326,0,0,2025,4,1,0,0,0,327.0,321.0,302.2857142857143,312.96666666666664,-1.0
2025-04-23,MBA13,257,0,1,2025,4,2,0,0,0,326.0,298.0,303.0,315.53333333333336,-69.0
2025-04-24,MBA13,325,0,0,2025,4,3,0,0,0,257.0,348.0,297.14285714285717,312.96666666666664,68.0
2025-04-25,MBA13,310,0,0,2025,4,4,0,0,0,325.0,312.0,293.85714285714283,315.9,-15.0
2025-04-26,MBA13,262,0,0,2025,4,5,1,0,0,310.0,252.0,293.57142857142856,315.23333333333335,-48.0
2025-04-27,MBA13,215,0,1,2025,4,6,1,0,0,262.0,258.0,295.0,312.96666666666664,-47.0
2025-04-28,MBA13,312,0,0,2025,4,0,0,0,0,215.0,327.0,288.85714285714283,309.6333333333333,97.0
2025-04-29,MBA13,321,0,0,2025,4,1,0,0,0,312.0,326.0,286.7142857142857,311.46666666666664,9.0
2025-04-30,MBA13,264,0,1,2025,4,2,0,0,0,321.0,257.0,286.0,312.73333333333335,-57.0
2025-05-01,MBA13,319,0,0,2025,5,3,0,0,0,264.0,325.0,287.0,310.9,55.0
2025-05-02,MBA13,303,0,0,2025,5,4,0,0,0,319.0,310.0,286.14285714285717,310.06666666666666,-16.0
2025-05-03,MBA13,279,0,0,2025,5,5,1,0,0,303.0,262.0,285.14285714285717,308.93333333333334,-24.0
2025-05-04,MBA13,276,0,0,2025,5,6,1,0,0,279.0,215.0,287.57142857142856,307.8666666666667,-3.0
2025-05-05,MBA13,320,0,0,2025,5,0,0,0,0,276.0,312.0,296.2857142857143,306.6666666666667,44.0
2025-05-06,MBA13,358,1,0,2025,5,1,0,0,0,320.0,321.0,297.42857142857144,308.5,38.0
2025-05-07,MBA13,345,1,0,2025,5,2,0,0,0,358.0,264.0,302.7142857142857,311.1333333333333,-13.0
2025-05-08,MBA13,318,0,0,2025,5,3,0,0,0,345.0,319.0,314.2857142857143,312.56666666666666,-27.0
2025-05-09,MBA13,311,0,0,2025,5,4,0,0,0,318.0,303.0,314.14285714285717,311.73333333333335,-7.0
2025-05-10,MBA13,244,0,0,2025,5,5,1,0,0,311.0,279.0,315.2857142857143,311.1333333333333,-67.0
2025-05-11,MBA13,257,0,0,2025,5,6,1,0,0,244.0,276.0,310.2857142857143,308.7,13.0
2025-05-12,MBA13,324,1,0,2025,5,0,0,0,0,257.0,320.0,307.57142857142856,306.43333333333334,67.0
2025-05-13,MBA13,309,0,0,2025,5,1,0,0,0,324.0,358.0,308.14285714285717,295.3333333333333,-15.0
2025-05-14,MBA13,325,0,0,2025,5,2,0,0,0,309.0,345.0,301.14285714285717,297.5,16.0
2025-05-15,MBA13,302,0,0,2025,5,3,0,0,0,325.0,318.0,298.2857142857143,299.8666666666667,-23.0
2025-05-16,MBA13,298,0,0,2025,5,4,0,0,0,302.0,311.0,296.0,299.23333333333335,-4.0
2025-05-17,MBA13,261,0,0,2025,5,5,1,0,0,298.0,244.0,294.14285714285717,299.23333333333335,-37.0
2025-05-18,MBA13,268,0,0,2025,5,6,1,0,0,261.0,257.0,296.57142857142856,296.3333333333333,7.0
2025-05-19,MBA13,326,0,0,2025,5,0,0,0,0,268.0,324.0,298.14285714285717,294.8666666666667,58.0
2025-05-20,MBA13,298,0,0,2025,5,1,0,0,0,326.0,309.0,298.42857142857144,297.3333333333333,-28.0
2025-05-21,MBA13,311,0,0,2025,5,2,0,0,0,298.0,325.0,296.85714285714283,298.6666666666667,13.0
2025-05-22,MBA13,312,0,0,2025,5,3,0,0,0,311.0,302.0,294.85714285714283,298.1333333333333,1.0
2025-05-23,MBA13,299,0,0,2025,5,4,0,0,0,312.0,298.0,296.2857142857143,297.6666666666667,-13.0
2025-05-24,MBA13,649,1,0,2025,5,5,1,0,0,299.0,261.0,296.42857142857144,299.06666666666666,350.0
2025-05-25,MBA13,652,1,0,2025,5,6,1,0,0,649.0,268.0,351.85714285714283,309.8666666666667,3.0
2025-05-26,MBA13,318,0,0,2025,5,0,0,0,0,652.0,326.0,406.7142857142857,321.26666666666665,-334.0
2025-05-27,MBA13,235,0,1,2025,5,1,0,0,0,318.0,298.0,405.57142857142856,323.1333333333333,-83.0
2025-05-28,MBA13,348,0,0,2025,5,2,0,0,0,235.0,311.0,396.57142857142856,323.8,113.0
2025-05-29,MBA13,309,0,0,2025,5,3,0,0,0,348.0,312.0,401.85714285714283,325.0,-39.0
2025-05-30,MBA13,334,0,0,2025,5,4,0,0,0,309.0,299.0,401.42857142857144,324.6,25.0
2025-05-31,MBA13,279,0,0,2025,5,5,1,0,0,334.0,649.0,406.42857142857144,326.93333333333334,-55.0
2025-06-01,MBA13,254,0,0,2025,6,6,1,0,0,279.0,652.0,353.57142857142856,325.6,-25.0
2025-06-02,MBA13,326,0,0,2025,6,0,0,0,0,254.0,318.0,296.7142857142857,323.96666666666664,72.0
2025-06-03,MBA13,302,0,0,2025,6,1,0,0,0,326.0,235.0,297.85714285714283,325.53333333333336,-24.0
2025-06-04,MBA13,315,0,0,2025,6,2,0,0,0,302.0,348.0,307.42857142857144,326.4,13.0
2025-06-05,MBA13,343,1,0,2025,6,3,0,0,0,315.0,309.0,302.7142857142857,326.23333333333335,28.0
2025-06-06,MBA13,337,1,0,2025,6,4,0,0,0,343.0,334.0,307.57142857142856,325.73333333333335,-6.0
2025-06-07,MBA13,269,0,0,2025,6,5,1,0,0,337.0,279.0,308.0,325.46666666666664,-68.0
2025-06-08,MBA13,253,0,0,2025,6,6,1,0,0,269.0,254.0,306.57142857142856,323.8333333333333,-16.0
2025-06-09,MBA13,334,0,0,2025,6,0,0,0,0,253.0,326.0,306.42857142857144,321.9,81.0
2025-06-10,MBA13,307,0,0,2025,6,1,0,0,0,334.0,302.0,307.57142857142856,324.9,-27.0
2025-06-11,MBA13,326,0,0,2025,6,2,0,0,0,307.0,315.0,308.2857142857143,326.56666666666666,19.0
2025-06-12,MBA13,312,0,0,2025,6,3,0,0,0,326.0,343.0,309.85714285714283,326.6333333333333,-14.0
2025-06-13,MBA13,313,1,0,2025,6,4,0,0,0,312.0,337.0,305.42857142857144,326.73333333333335,1.0
2025-06-14,MBA13,269,0,0,2025,6,5,1,0,0,313.0,269.0,302.0,326.3333333333333,-44.0
2025-06-15,MBA13,613,1,0,2025,6,6,1,0,0,269.0,253.0,302.0,325.23333333333335,344.0
2025-06-16,MBA13,246,0,1,2025,6,0,0,0,0,613.0,334.0,353.42857142857144,335.73333333333335,-367.0
2025-06-17,MBA13,306,0,0,2025,6,1,0,0,0,246.0,307.0,340.85714285714283,335.23333333333335,60.0
2025-06-18,MBA13,338,0,0,2025,6,2,0,0,0,306.0,326.0,340.7142857142857,336.5,32.0
2025-06-19,MBA13,332,0,0,2025,6,3,0,0,0,338.0,312.0,342.42857142857144,336.9,-6.0
2025-06-20,MBA13,306,0,0,2025,6,4,0,0,0,332.0,313.0,345.2857142857143,338.03333333333336,-26.0
2025-06-21,MBA13,243,0,0,2025,6,5,1,0,0,306.0,269.0,344.2857142857143,337.8666666666667,-63.0
2025-06-22,MBA13,253,0,0,2025,6,6,1,0,0,243.0,613.0,340.57142857142856,335.56666666666666,10.0
2025-06-23,MBA13,305,0,0,2025,6,0,0,0,0,253.0,246.0,289.14285714285717,334.03333333333336,52.0
2025-06-24,MBA13,341,0,0,2025,6,1,0,0,0,305.0,306.0,297.57142857142856,322.56666666666666,36.0
2025-06-25,MBA13,296,0,0,2025,6,2,0,0,0,341.0,338.0,302.57142857142856,312.2,-45.0
2025-06-26,MBA13,362,1,0,2025,6,3,0,0,0,296.0,332.0,296.57142857142856,311.46666666666664,66.0
2025-06-27,MBA13,326,0,0,2025,6,4,0,0,0,362.0,306.0,300.85714285714283,315.7,-36.0
2025-06-28,MBA13,267,0,0,2025,6,5,1,0,0,326.0,243.0,303.7142857142857,314.96666666666664,-59.0
2025-06-29,MBA13,650,1,0,2025,6,6,1,0,0,267.0,253.0,307.14285714285717,313.56666666666666,383.0
2025-06-30,MBA13,298,0,0,2025,6,0,0,0,0,650.0,305.0,363.85714285714283,324.1,-352.0
2025-07-01,MBA13,332,0,0,2025,7,1,0,0,0,298.0,341.0,362.85714285714283,324.73333333333335,34.0
2025-07-02,MBA13,321,0,0,2025,7,2,0,0,0,332.0,296.0,361.57142857142856,327.3333333333333,-11.0
2025-07-03,MBA13,307,0,0,2025,7,3,0,0,0,321.0,362.0,365.14285714285717,327.1666666666667,-14.0
2025-07-04,MBA13,336,0,0,2025,7,4,0,0,0,307.0,326.0,357.2857142857143,327.3333333333333,29.0
2025-07-05,MBA13,273,0,0,2025,7,5,1,0,0,336.0,267.0,358.7142857142857,328.03333333333336,-63.0
2025-07-06,MBA13,275,0,0,2025,7,6,1,0,0,273.0,650.0,359.57142857142856,325.7,2.0
2025-07-07,MBA13,333,0,0,2025,7,0,0,0,0,275.0,298.0,306.0,323.6333333333333,58.0
2025-07-08,MBA13,313,0,0,2025,7,1,0,0,0,333.0,332.0,311.0,325.76666666666665,-20.0
2025-07-09,MBA13,328,0,0,2025,7,2,0,0,0,313.0,321.0,308.2857142857143,327.76666666666665,15.0
2025-07-10,MBA13,335,0,0,2025,7,3,0,0,0,328.0,307.0,309.2857142857143,327.56666666666666,7.0
2025-07-11,MBA13,334,0,0,2025,7,4,0,0,0,335.0,336.0,313.2857142857143,328.5,-1.0
2025-07-12,MBA13,226,0,0,2025,7,5,1,0,0,334.0,273.0,313.0,328.76666666666665,-108.0
2025-07-13,MBA13,258,0,0,2025,7,6,1,0,0,226.0,275.0,306.2857142857143,325.9,32.0
2025-07-14,MBA13,310,0,0,2025,7,0,0,0,0,258.0,333.0,303.85714285714283,324.06666666666666,52.0
2025-07-15,MBA13,357,1,0,2025,7,1,0,0,0,310.0,313.0,300.57142857142856,325.43333333333334,47.0
2025-07-16,MBA13,320,0,0,2025,7,2,0,0,0,357.0,328.0,306.85714285714283,316.9,-37.0
2025-07-17,MBA13,327,0,0,2025,7,3,0,0,0,320.0,335.0,305.7142857142857,319.3666666666667,7.0
2025-07-18,MBA13,323,0,0,2025,7,4,0,0,0,327.0,334.0,304.57142857142856,320.06666666666666,-4.0
2025-07-19,MBA13,226,0,1,2025,7,5,1,0,0,323.0,226.0,303.0,319.56666666666666,-97.0
2025-07-20,MBA13,674,1,0,2025,7,6,1,0,0,226.0,258.0,303.0,316.03333333333336,448.0
2025-07-21,MBA13,321,0,0,2025,7,0,0,0,0,674.0,310.0,362.42857142857144,328.3,-353.0
2025-07-22,MBA13,324,0,0,2025,7,1,0,0,0,321.0,357.0,364.0,330.9,3.0
2025-07-23,MBA13,340,0,0,2025,7,2,0,0,0,324.0,320.0,359.2857142857143,333.26666666666665,16.0
