date,sku_id,units_sold,year,month,day,day_of_week,day_of_year,is_weekend,is_back_to_school,is_holiday_season,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_30
2023-10-03,MBA13,318,2023,10,3,1,276,0,0,0,272.0,287.0,283.0,260.2857142857143,307.8333333333333
2023-10-04,MBA13,411,2023,10,4,2,277,0,0,0,318.0,264.0,313.0,264.7142857142857,308.46666666666664
2023-10-05,MBA13,343,2023,10,5,3,278,0,0,0,411.0,239.0,317.0,285.7142857142857,310.3333333333333
2023-10-06,MBA13,300,2023,10,6,4,279,0,0,0,343.0,325.0,353.0,300.57142857142856,309.5
2023-10-07,MBA13,283,2023,10,7,5,280,1,0,0,300.0,229.0,191.0,297.0,309.3
2023-10-08,MBA13,288,2023,10,8,6,281,1,0,0,283.0,206.0,281.0,304.7142857142857,303.56666666666666
2023-10-09,MBA13,264,2023,10,9,0,282,0,0,0,288.0,272.0,299.0,316.42857142857144,301.3333333333333
2023-10-10,MBA13,388,2023,10,10,1,283,0,0,0,264.0,318.0,287.0,315.2857142857143,301.06666666666666
2023-10-11,MBA13,377,2023,10,11,2,284,0,0,0,388.0,411.0,264.0,325.2857142857143,304.3333333333333
2023-10-12,MBA13,412,2023,10,12,3,285,0,0,0,377.0,343.0,239.0,320.42857142857144,304.8333333333333
2023-10-13,MBA13,451,2023,10,13,4,286,0,0,0,412.0,300.0,325.0,330.2857142857143,306.93333333333334
2023-10-14,MBA13,313,2023,10,14,5,287,1,0,0,451.0,283.0,229.0,351.85714285714283,311.8
2023-10-15,MBA13,256,2023,10,15,6,288,1,0,0,313.0,288.0,206.0,356.14285714285717,310.43333333333334
2023-10-16,MBA13,285,2023,10,16,0,289,0,0,0,256.0,264.0,272.0,351.57142857142856,305.4
2023-10-17,MBA13,414,2023,10,17,1,290,0,0,0,285.0,388.0,318.0,354.57142857142856,305.06666666666666
2023-10-18,MBA13,307,2023,10,18,2,291,0,0,0,414.0,377.0,411.0,358.2857142857143,308.8666666666667
2023-10-19,MBA13,296,2023,10,19,3,292,0,0,0,307.0,412.0,343.0,348.2857142857143,308.96666666666664
2023-10-20,MBA13,288,2023,10,20,4,293,0,0,0,296.0,451.0,300.0,331.7142857142857,309.4
2023-10-21,MBA13,217,2023,10,21,5,294,1,0,0,288.0,313.0,283.0,308.42857142857144,308.56666666666666
2023-10-22,MBA13,208,2023,10,22,6,295,1,0,0,217.0,256.0,288.0,294.7142857142857,305.23333333333335
2023-10-23,MBA13,255,2023,10,23,0,296,0,0,0,208.0,285.0,264.0,287.85714285714283,300.4
2023-10-24,MBA13,256,2023,10,24,1,297,0,0,0,255.0,414.0,388.0,283.57142857142856,302.53333333333336
2023-10-25,MBA13,273,2023,10,25,2,298,0,0,0,256.0,307.0,377.0,261.0,301.7
2023-10-26,MBA13,257,2023,10,26,3,299,0,0,0,273.0,296.0,412.0,256.14285714285717,300.8333333333333
2023-10-27,MBA13,252,2023,10,27,4,300,0,0,0,257.0,288.0,451.0,250.57142857142858,299.8333333333333
2023-10-28,MBA13,216,2023,10,28,5,301,1,0,0,252.0,217.0,313.0,245.42857142857142,299.43333333333334
2023-10-29,MBA13,208,2023,10,29,6,302,1,0,0,216.0,208.0,256.0,245.28571428571428,298.6666666666667
2023-10-30,MBA13,328,2023,10,30,0,303,0,0,0,208.0,255.0,285.0,245.28571428571428,294.76666666666665
2023-10-31,MBA13,190,2023,10,31,1,304,0,0,0,328.0,256.0,414.0,255.71428571428572,298.06666666666666
2023-11-01,MBA13,317,2023,11,1,2,305,0,0,1,190.0,273.0,307.0,246.28571428571428,297.53333333333336
2023-11-02,MBA13,324,2023,11,2,3,306,0,0,1,317.0,257.0,296.0,252.57142857142858,299.03333333333336
2023-11-03,MBA13,213,2023,11,3,4,307,0,0,1,324.0,252.0,288.0,262.14285714285717,299.23333333333335
2023-11-04,MBA13,212,2023,11,4,5,308,1,0,1,213.0,216.0,217.0,256.57142857142856,292.6333333333333
2023-11-05,MBA13,213,2023,11,5,6,309,1,0,1,212.0,208.0,208.0,256.0,288.26666666666665
2023-11-06,MBA13,242,2023,11,6,0,310,0,0,1,213.0,328.0,255.0,256.7142857142857,285.3666666666667
2023-11-07,MBA13,266,2023,11,7,1,311,0,0,1,242.0,190.0,256.0,244.42857142857142,284.0
2023-11-08,MBA13,257,2023,11,8,2,312,0,0,1,266.0,317.0,273.0,255.28571428571428,283.26666666666665
2023-11-09,MBA13,363,2023,11,9,3,313,0,0,1,257.0,324.0,257.0,246.71428571428572,283.03333333333336
2023-11-10,MBA13,338,2023,11,10,4,314,0,0,1,363.0,213.0,252.0,252.28571428571428,282.2
2023-11-11,MBA13,274,2023,11,11,5,315,1,0,1,338.0,212.0,216.0,270.14285714285717,280.9
2023-11-12,MBA13,262,2023,11,12,6,316,1,0,1,274.0,213.0,208.0,279.0,276.3
2023-11-13,MBA13,274,2023,11,13,0,317,0,0,1,262.0,242.0,328.0,286.0,270.0
2023-11-14,MBA13,301,2023,11,14,1,318,0,0,1,274.0,266.0,190.0,290.57142857142856,268.7
2023-11-15,MBA13,346,2023,11,15,2,319,0,0,1,301.0,257.0,317.0,295.57142857142856,270.2
2023-11-16,MBA13,283,2023,11,16,3,320,0,0,1,346.0,363.0,324.0,308.2857142857143,272.23333333333335
2023-11-17,MBA13,367,2023,11,17,4,321,0,0,1,283.0,338.0,213.0,296.85714285714283,267.8666666666667
2023-11-18,MBA13,258,2023,11,18,5,322,1,0,1,367.0,274.0,212.0,301.0,269.8666666666667
2023-11-19,MBA13,258,2023,11,19,6,323,1,0,1,258.0,262.0,213.0,298.7142857142857,268.6
2023-11-20,MBA13,386,2023,11,20,0,324,0,0,1,258.0,274.0,242.0,298.14285714285717,267.6
2023-11-21,MBA13,381,2023,11,21,1,325,0,0,1,386.0,301.0,266.0,314.14285714285717,273.23333333333335
2023-11-22,MBA13,352,2023,11,22,2,326,0,0,1,381.0,346.0,257.0,325.57142857142856,279.0
2023-11-23,MBA13,425,2023,11,23,3,327,0,0,1,352.0,283.0,363.0,326.42857142857144,282.23333333333335
2023-11-24,MBA13,330,2023,11,24,4,328,0,0,1,425.0,367.0,338.0,346.7142857142857,287.8666666666667
2023-11-25,MBA13,320,2023,11,25,5,329,1,0,1,330.0,258.0,274.0,341.42857142857144,289.76666666666665
2023-11-26,MBA13,323,2023,11,26,6,330,1,0,1,320.0,258.0,262.0,350.2857142857143,291.8666666666667
2023-11-27,MBA13,381,2023,11,27,0,331,0,0,1,323.0,386.0,274.0,359.57142857142856,294.23333333333335
2023-11-28,MBA13,416,2023,11,28,1,332,0,0,1,381.0,381.0,301.0,358.85714285714283,299.73333333333335
2023-11-29,MBA13,344,2023,11,29,2,333,0,0,1,416.0,352.0,346.0,363.85714285714283,306.6666666666667
2023-11-30,MBA13,454,2023,11,30,3,334,0,0,1,344.0,425.0,283.0,362.7142857142857,307.2
2023-12-01,MBA13,403,2023,12,1,4,335,0,0,1,454.0,330.0,367.0,366.85714285714283,316.0
2023-12-02,MBA13,301,2023,12,2,5,336,1,0,1,403.0,320.0,258.0,377.2857142857143,318.8666666666667
2023-12-03,MBA13,363,2023,12,3,6,337,1,0,1,301.0,323.0,258.0,374.57142857142856,318.1
2023-12-04,MBA13,384,2023,12,4,0,338,0,0,1,363.0,381.0,386.0,380.2857142857143,323.1
2023-12-05,MBA13,349,2023,12,5,1,339,0,0,1,384.0,416.0,381.0,380.7142857142857,328.8333333333333
2023-12-06,MBA13,342,2023,12,6,2,340,0,0,1,349.0,344.0,352.0,371.14285714285717,333.3666666666667
2023-12-07,MBA13,451,2023,12,7,3,341,0,0,1,342.0,454.0,425.0,370.85714285714283,336.7
2023-12-08,MBA13,355,2023,12,8,4,342,0,0,1,451.0,403.0,330.0,370.42857142857144,342.8666666666667
2023-12-09,MBA13,391,2023,12,9,5,343,1,0,1,355.0,301.0,320.0,363.57142857142856,346.1333333333333
2023-12-10,MBA13,241,2023,12,10,6,344,1,0,1,391.0,363.0,323.0,376.42857142857144,347.06666666666666
2023-12-11,MBA13,497,2023,12,11,0,345,0,0,1,241.0,384.0,381.0,359.0,343.8333333333333
2023-12-12,MBA13,420,2023,12,12,1,346,0,0,1,497.0,349.0,416.0,375.14285714285717,351.26666666666665
2023-12-13,MBA13,401,2023,12,13,2,347,0,0,1,420.0,342.0,344.0,385.2857142857143,356.53333333333336
2023-12-14,MBA13,375,2023,12,14,3,348,0,0,1,401.0,451.0,454.0,393.7142857142857,360.76666666666665
2023-12-15,MBA13,416,2023,12,15,4,349,0,0,1,375.0,355.0,403.0,382.85714285714283,363.23333333333335
2023-12-16,MBA13,301,2023,12,16,5,350,1,0,1,416.0,391.0,301.0,391.57142857142856,365.56666666666666
2023-12-17,MBA13,338,2023,12,17,6,351,1,0,1,301.0,241.0,363.0,378.7142857142857,366.1666666666667
2023-12-18,MBA13,386,2023,12,18,0,352,0,0,1,338.0,497.0,384.0,392.57142857142856,365.2
2023-12-19,MBA13,381,2023,12,19,1,353,0,0,1,386.0,420.0,349.0,376.7142857142857,369.46666666666664
2023-12-20,MBA13,352,2023,12,20,2,354,0,0,1,381.0,401.0,342.0,371.14285714285717,373.56666666666666
2023-12-21,MBA13,360,2023,12,21,3,355,0,0,1,352.0,375.0,451.0,364.14285714285717,372.43333333333334
2023-12-22,MBA13,370,2023,12,22,4,356,0,0,1,360.0,416.0,355.0,362.0,371.73333333333335
2023-12-23,MBA13,215,2023,12,23,5,357,1,0,1,370.0,301.0,391.0,355.42857142857144,372.3333333333333
2023-12-24,MBA13,223,2023,12,24,6,358,1,0,1,215.0,338.0,241.0,343.14285714285717,365.3333333333333
2023-12-25,MBA13,369,2023,12,25,0,359,0,0,1,223.0,386.0,497.0,326.7142857142857,361.76666666666665
2023-12-26,MBA13,340,2023,12,26,1,360,0,0,1,369.0,381.0,420.0,324.2857142857143,363.4
2023-12-27,MBA13,321,2023,12,27,2,361,0,0,1,340.0,352.0,401.0,318.42857142857144,363.96666666666664
2023-12-28,MBA13,324,2023,12,28,3,362,0,0,1,321.0,360.0,375.0,314.0,361.96666666666664
2023-12-29,MBA13,332,2023,12,29,4,363,0,0,1,324.0,370.0,416.0,308.85714285714283,358.9
2023-12-30,MBA13,227,2023,12,30,5,364,1,0,1,332.0,215.0,301.0,303.42857142857144,358.5
2023-12-31,MBA13,217,2023,12,31,6,365,1,0,1,227.0,223.0,338.0,305.14285714285717,350.93333333333334
2024-01-01,MBA13,279,2024,1,1,0,1,0,0,0,217.0,369.0,386.0,304.2857142857143,344.73333333333335
2024-01-02,MBA13,240,2024,1,2,1,2,0,0,0,279.0,340.0,381.0,291.42857142857144,344.0
2024-01-03,MBA13,286,2024,1,3,2,3,0,0,0,240.0,321.0,352.0,277.14285714285717,339.9
2024-01-04,MBA13,217,2024,1,4,3,4,0,0,0,286.0,324.0,360.0,272.14285714285717,336.6333333333333
2024-01-05,MBA13,306,2024,1,5,4,5,0,0,0,217.0,332.0,370.0,256.85714285714283,332.23333333333335
2024-01-06,MBA13,222,2024,1,6,5,6,1,0,0,306.0,227.0,215.0,253.14285714285714,331.03333333333336
2024-01-07,MBA13,217,2024,1,7,6,7,1,0,0,222.0,217.0,223.0,252.42857142857142,323.4
2024-01-08,MBA13,305,2024,1,8,0,8,0,0,0,217.0,279.0,369.0,252.42857142857142,318.8
2024-01-09,MBA13,327,2024,1,9,1,9,0,0,0,305.0,240.0,340.0,256.14285714285717,315.93333333333334
2024-01-10,MBA13,306,2024,1,10,2,10,0,0,0,327.0,286.0,321.0,268.57142857142856,318.8
2024-01-11,MBA13,212,2024,1,11,3,11,0,0,0,306.0,217.0,324.0,271.42857142857144,312.43333333333334
2024-01-12,MBA13,231,2024,1,12,4,12,0,0,0,212.0,306.0,332.0,270.7142857142857,305.5
2024-01-13,MBA13,195,2024,1,13,5,13,1,0,0,231.0,222.0,227.0,260.0,299.8333333333333
2024-01-14,MBA13,211,2024,1,14,6,14,1,0,0,195.0,217.0,217.0,256.14285714285717,293.8333333333333
2024-01-15,MBA13,290,2024,1,15,0,15,0,0,0,211.0,305.0,279.0,255.28571428571428,287.0
2024-01-16,MBA13,249,2024,1,16,1,16,0,0,0,290.0,327.0,240.0,253.14285714285714,286.6333333333333
2024-01-17,MBA13,279,2024,1,17,2,17,0,0,0,249.0,306.0,286.0,242.0,283.6666666666667
2024-01-18,MBA13,248,2024,1,18,3,18,0,0,0,279.0,212.0,217.0,238.14285714285714,280.1
2024-01-19,MBA13,253,2024,1,19,4,19,0,0,0,248.0,231.0,306.0,243.28571428571428,275.6666666666667
2024-01-20,MBA13,175,2024,1,20,5,20,1,0,0,253.0,195.0,222.0,246.42857142857142,272.3666666666667
2024-01-21,MBA13,187,2024,1,21,6,21,1,0,0,175.0,211.0,217.0,243.57142857142858,266.2
2024-01-22,MBA13,229,2024,1,22,0,22,0,0,0,187.0,290.0,305.0,240.14285714285714,260.1
2024-01-23,MBA13,241,2024,1,23,1,23,0,0,0,229.0,249.0,327.0,231.42857142857142,260.56666666666666
2024-01-24,MBA13,307,2024,1,24,2,24,0,0,0,241.0,279.0,306.0,230.28571428571428,261.1666666666667
2024-01-25,MBA13,242,2024,1,25,3,25,0,0,0,307.0,248.0,212.0,234.28571428571428,259.1
2024-01-26,MBA13,359,2024,1,26,4,26,0,0,0,242.0,253.0,231.0,233.42857142857142,255.83333333333334
2024-01-27,MBA13,223,2024,1,27,5,27,1,0,0,359.0,175.0,195.0,248.57142857142858,257.1
2024-01-28,MBA13,216,2024,1,28,6,28,1,0,0,223.0,187.0,211.0,255.42857142857142,253.73333333333332
2024-01-29,MBA13,245,2024,1,29,0,29,0,0,0,216.0,229.0,290.0,259.57142857142856,249.86666666666667
2024-01-30,MBA13,296,2024,1,30,1,30,0,0,0,245.0,241.0,249.0,261.85714285714283,250.46666666666667
2024-01-31,MBA13,254,2024,1,31,2,31,0,0,0,296.0,307.0,279.0,269.7142857142857,253.1
2024-02-01,MBA13,277,2024,2,1,3,32,0,0,0,254.0,242.0,248.0,262.14285714285717,252.26666666666668
2024-02-02,MBA13,357,2024,2,2,4,33,0,0,0,277.0,359.0,253.0,267.14285714285717,253.5
2024-02-03,MBA13,209,2024,2,3,5,34,1,0,0,357.0,223.0,175.0,266.85714285714283,255.86666666666667
2024-02-04,MBA13,240,2024,2,4,6,35,1,0,0,209.0,216.0,187.0,264.85714285714283,255.6
2024-02-05,MBA13,250,2024,2,5,0,36,0,0,0,240.0,245.0,229.0,268.2857142857143,253.4
2024-02-06,MBA13,272,2024,2,6,1,37,0,0,0,250.0,296.0,241.0,269.0,254.33333333333334
2024-02-07,MBA13,331,2024,2,7,2,38,0,0,0,272.0,254.0,307.0,265.57142857142856,256.1666666666667
2024-02-08,MBA13,253,2024,2,8,3,39,0,0,0,331.0,277.0,242.0,276.57142857142856,257.03333333333336
2024-02-09,MBA13,333,2024,2,9,4,40,0,0,0,253.0,357.0,359.0,273.14285714285717,254.56666666666666
2024-02-10,MBA13,229,2024,2,10,5,41,1,0,0,333.0,209.0,223.0,269.7142857142857,255.46666666666667
2024-02-11,MBA13,197,2024,2,11,6,42,1,0,0,229.0,240.0,216.0,272.57142857142856,256.03333333333336
2024-02-12,MBA13,294,2024,2,12,0,43,0,0,0,197.0,250.0,245.0,266.42857142857144,254.9
2024-02-13,MBA13,305,2024,2,13,1,44,0,0,0,294.0,272.0,296.0,272.7142857142857,258.2
2024-02-14,MBA13,294,2024,2,14,2,45,0,0,0,305.0,331.0,254.0,277.42857142857144,261.3333333333333
2024-02-15,MBA13,222,2024,2,15,3,46,0,0,0,294.0,253.0,277.0,272.14285714285717,261.46666666666664
2024-02-16,MBA13,250,2024,2,16,4,47,0,0,0,222.0,333.0,357.0,267.7142857142857,260.56666666666666
2024-02-17,MBA13,205,2024,2,17,5,48,1,0,0,250.0,229.0,209.0,255.85714285714286,259.6
2024-02-18,MBA13,210,2024,2,18,6,49,1,0,0,205.0,197.0,240.0,252.42857142857142,258.1666666666667
2024-02-19,MBA13,294,2024,2,19,0,50,0,0,0,210.0,294.0,250.0,254.28571428571428,256.73333333333335
2024-02-20,MBA13,279,2024,2,20,1,51,0,0,0,294.0,305.0,272.0,254.28571428571428,260.7
2024-02-21,MBA13,230,2024,2,21,2,52,0,0,0,279.0,294.0,331.0,250.57142857142858,263.76666666666665
2024-02-22,MBA13,286,2024,2,22,3,53,0,0,0,230.0,222.0,253.0,241.42857142857142,263.8
2024-02-23,MBA13,294,2024,2,23,4,54,0,0,0,286.0,250.0,333.0,250.57142857142858,265.3
2024-02-24,MBA13,226,2024,2,24,5,55,1,0,0,294.0,205.0,229.0,256.85714285714283,264.8666666666667
2024-02-25,MBA13,239,2024,2,25,6,56,1,0,0,226.0,210.0,197.0,259.85714285714283,264.3333333333333
2024-02-26,MBA13,301,2024,2,26,0,57,0,0,0,239.0,294.0,294.0,264.0,260.3333333333333
2024-02-27,MBA13,289,2024,2,27,1,58,0,0,0,301.0,279.0,305.0,265.0,262.93333333333334
2024-02-28,MBA13,272,2024,2,28,2,59,0,0,0,289.0,230.0,294.0,266.42857142857144,265.3666666666667
2024-02-29,MBA13,219,2024,2,29,3,60,0,0,0,272.0,286.0,222.0,272.42857142857144,266.26666666666665
2024-03-01,MBA13,288,2024,3,1,4,61,0,0,0,219.0,294.0,250.0,262.85714285714283,263.7
2024-03-02,MBA13,217,2024,3,2,5,62,1,0,0,288.0,226.0,205.0,262.0,264.8333333333333
2024-03-03,MBA13,219,2024,3,3,6,63,1,0,0,217.0,239.0,210.0,260.7142857142857,262.8333333333333
2024-03-04,MBA13,232,2024,3,4,0,64,0,0,0,219.0,301.0,294.0,257.85714285714283,258.23333333333335
2024-03-05,MBA13,239,2024,3,5,1,65,0,0,0,232.0,289.0,279.0,248.0,259.0
2024-03-06,MBA13,309,2024,3,6,2,66,0,0,0,239.0,272.0,230.0,240.85714285714286,258.96666666666664
2024-03-07,MBA13,273,2024,3,7,3,67,0,0,0,309.0,219.0,286.0,246.14285714285714,260.93333333333334
2024-03-08,MBA13,297,2024,3,8,4,68,0,0,0,273.0,288.0,294.0,253.85714285714286,260.96666666666664
2024-03-09,MBA13,213,2024,3,9,5,69,1,0,0,297.0,217.0,226.0,255.14285714285714,259.8333333333333
2024-03-10,MBA13,213,2024,3,10,6,70,1,0,0,213.0,219.0,239.0,254.57142857142858,258.5
2024-03-11,MBA13,305,2024,3,11,0,71,0,0,0,213.0,232.0,301.0,253.71428571428572,254.5
2024-03-12,MBA13,257,2024,3,12,1,72,0,0,0,305.0,239.0,289.0,264.14285714285717,257.03333333333336
2024-03-13,MBA13,277,2024,3,13,2,73,0,0,0,257.0,309.0,272.0,266.7142857142857,259.03333333333336
2024-03-14,MBA13,259,2024,3,14,3,74,0,0,0,277.0,273.0,219.0,262.14285714285717,258.46666666666664
2024-03-15,MBA13,260,2024,3,15,4,75,0,0,0,259.0,297.0,288.0,260.14285714285717,256.93333333333334
2024-03-16,MBA13,204,2024,3,16,5,76,1,0,0,260.0,213.0,217.0,254.85714285714286,255.8
2024-03-17,MBA13,218,2024,3,17,6,77,1,0,0,204.0,213.0,219.0,253.57142857142858,255.2
2024-03-18,MBA13,259,2024,3,18,0,78,0,0,0,218.0,305.0,232.0,254.28571428571428,254.13333333333333
2024-03-19,MBA13,316,2024,3,19,1,79,0,0,0,259.0,257.0,239.0,247.71428571428572,255.93333333333334
2024-03-20,MBA13,245,2024,3,20,2,80,0,0,0,316.0,277.0,309.0,256.14285714285717,259.46666666666664
2024-03-21,MBA13,268,2024,3,21,3,81,0,0,0,245.0,259.0,273.0,251.57142857142858,257.8333333333333
2024-03-22,MBA13,260,2024,3,22,4,82,0,0,0,268.0,260.0,297.0,252.85714285714286,257.46666666666664
2024-03-23,MBA13,249,2024,3,23,5,83,1,0,0,260.0,204.0,213.0,252.85714285714286,258.46666666666664
2024-03-24,MBA13,217,2024,3,24,6,84,1,0,0,249.0,218.0,213.0,259.2857142857143,257.23333333333335
2024-03-25,MBA13,309,2024,3,25,0,85,0,0,0,217.0,259.0,305.0,259.14285714285717,254.66666666666666
2024-03-26,MBA13,226,2024,3,26,1,86,0,0,0,309.0,316.0,257.0,266.2857142857143,257.43333333333334
2024-03-27,MBA13,284,2024,3,27,2,87,0,0,0,226.0,245.0,277.0,253.42857142857142,257.0
2024-03-28,MBA13,304,2024,3,28,3,88,0,0,0,284.0,268.0,259.0,259.0,256.43333333333334
2024-03-29,MBA13,277,2024,3,29,4,89,0,0,0,304.0,260.0,260.0,264.14285714285717,256.93333333333334
2024-03-30,MBA13,240,2024,3,30,5,90,1,0,0,277.0,249.0,204.0,266.57142857142856,257.1
2024-03-31,MBA13,199,2024,3,31,6,91,1,0,0,240.0,217.0,218.0,265.2857142857143,257.8
2024-04-01,MBA13,321,2024,4,1,0,92,0,0,0,199.0,309.0,259.0,262.7142857142857,254.83333333333334
2024-04-02,MBA13,351,2024,4,2,1,93,0,0,0,321.0,226.0,316.0,264.42857142857144,258.3
2024-04-03,MBA13,263,2024,4,3,2,94,0,0,0,351.0,284.0,245.0,282.2857142857143,262.7
2024-04-04,MBA13,260,2024,4,4,3,95,0,0,0,263.0,304.0,268.0,279.2857142857143,263.73333333333335
2024-04-05,MBA13,323,2024,4,5,4,96,0,0,0,260.0,277.0,260.0,273.0,264.43333333333334
2024-04-06,MBA13,253,2024,4,6,5,97,1,0,0,323.0,240.0,249.0,279.57142857142856,264.9
2024-04-07,MBA13,199,2024,4,7,6,98,1,0,0,253.0,199.0,217.0,281.42857142857144,264.23333333333335
2024-04-08,MBA13,261,2024,4,8,0,99,0,0,0,199.0,321.0,309.0,281.42857142857144,260.96666666666664
2024-04-09,MBA13,266,2024,4,9,1,100,0,0,0,261.0,351.0,226.0,272.85714285714283,262.56666666666666
2024-04-10,MBA13,231,2024,4,10,2,101,0,0,0,266.0,263.0,284.0,260.7142857142857,264.3333333333333
2024-04-11,MBA13,245,2024,4,11,3,102,0,0,0,231.0,260.0,304.0,256.14285714285717,261.8666666666667
2024-04-12,MBA13,242,2024,4,12,4,103,0,0,0,245.0,323.0,277.0,254.0,261.46666666666664
2024-04-13,MBA13,193,2024,4,13,5,104,1,0,0,242.0,253.0,240.0,242.42857142857142,260.3
2024-04-14,MBA13,212,2024,4,14,6,105,1,0,0,193.0,199.0,199.0,233.85714285714286,258.1
2024-04-15,MBA13,283,2024,4,15,0,106,0,0,0,212.0,261.0,321.0,235.71428571428572,256.5
2024-04-16,MBA13,327,2024,4,16,1,107,0,0,0,283.0,266.0,351.0,238.85714285714286,259.1333333333333
2024-04-17,MBA13,242,2024,4,17,2,108,0,0,0,327.0,231.0,263.0,247.57142857142858,262.76666666666665
2024-04-18,MBA13,308,2024,4,18,3,109,0,0,0,242.0,245.0,260.0,249.14285714285714,262.2
2024-04-19,MBA13,268,2024,4,19,4,110,0,0,0,308.0,242.0,323.0,258.14285714285717,261.93333333333334
2024-04-20,MBA13,212,2024,4,20,5,111,1,0,0,268.0,193.0,253.0,261.85714285714283,262.7
2024-04-21,MBA13,230,2024,4,21,6,112,1,0,0,212.0,212.0,199.0,264.57142857142856,260.8333333333333
2024-04-22,MBA13,238,2024,4,22,0,113,0,0,0,230.0,283.0,261.0,267.14285714285717,259.8333333333333
2024-04-23,MBA13,288,2024,4,23,1,114,0,0,0,238.0,327.0,266.0,260.7142857142857,259.46666666666664
2024-04-24,MBA13,281,2024,4,24,2,115,0,0,0,288.0,242.0,231.0,255.14285714285714,261.8333333333333
2024-04-25,MBA13,292,2024,4,25,3,116,0,0,0,281.0,308.0,245.0,260.7142857142857,260.9
2024-04-26,MBA13,285,2024,4,26,4,117,0,0,0,292.0,268.0,242.0,258.42857142857144,263.1
2024-04-27,MBA13,276,2024,4,27,5,118,1,0,0,285.0,212.0,193.0,260.85714285714283,263.1333333333333
2024-04-28,MBA13,197,2024,4,28,6,119,1,0,0,276.0,230.0,212.0,270.0,262.2
2024-04-29,MBA13,258,2024,4,29,0,120,0,0,0,197.0,238.0,283.0,265.2857142857143,259.53333333333336
2024-04-30,MBA13,255,2024,4,30,1,121,0,0,0,258.0,288.0,327.0,268.14285714285717,260.1333333333333
2024-05-01,MBA13,257,2024,5,1,2,122,0,0,0,255.0,281.0,242.0,263.42857142857144,262.0
2024-05-02,MBA13,255,2024,5,2,3,123,0,0,0,257.0,292.0,308.0,260.0,259.8666666666667
2024-05-03,MBA13,315,2024,5,3,4,124,0,0,0,255.0,285.0,268.0,254.71428571428572,256.6666666666667
2024-05-04,MBA13,250,2024,5,4,5,125,1,0,0,315.0,276.0,212.0,259.0,258.4
2024-05-05,MBA13,199,2024,5,5,6,126,1,0,0,250.0,197.0,230.0,255.28571428571428,258.06666666666666
2024-05-06,MBA13,249,2024,5,6,0,127,0,0,0,199.0,258.0,238.0,255.57142857142858,253.93333333333334
2024-05-07,MBA13,292,2024,5,7,1,128,0,0,0,249.0,255.0,288.0,254.28571428571428,253.8
2024-05-08,MBA13,258,2024,5,8,2,129,0,0,0,292.0,257.0,281.0,259.57142857142856,256.9
2024-05-09,MBA13,297,2024,5,9,3,130,0,0,0,258.0,255.0,292.0,259.7142857142857,256.8
2024-05-10,MBA13,283,2024,5,10,4,131,0,0,0,297.0,315.0,285.0,265.7142857142857,257.8333333333333
2024-05-11,MBA13,175,2024,5,11,5,132,1,0,0,283.0,250.0,276.0,261.14285714285717,259.56666666666666
2024-05-12,MBA13,254,2024,5,12,6,133,1,0,0,175.0,199.0,197.0,250.42857142857142,257.23333333333335
2024-05-13,MBA13,337,2024,5,13,0,134,0,0,0,254.0,249.0,258.0,258.2857142857143,257.6333333333333
2024-05-14,MBA13,258,2024,5,14,1,135,0,0,0,337.0,292.0,255.0,270.85714285714283,262.43333333333334
2024-05-15,MBA13,266,2024,5,15,2,136,0,0,0,258.0,258.0,257.0,266.0,263.96666666666664
2024-05-16,MBA13,289,2024,5,16,3,137,0,0,0,266.0,297.0,255.0,267.14285714285717,263.4
2024-05-17,MBA13,291,2024,5,17,4,138,0,0,0,289.0,283.0,315.0,266.0,262.1333333333333
2024-05-18,MBA13,234,2024,5,18,5,139,1,0,0,291.0,175.0,250.0,267.14285714285717,263.76666666666665
2024-05-19,MBA13,270,2024,5,19,6,140,1,0,0,234.0,254.0,199.0,275.57142857142856,261.3
2024-05-20,MBA13,277,2024,5,20,0,141,0,0,0,270.0,337.0,249.0,277.85714285714283,261.3666666666667
2024-05-21,MBA13,257,2024,5,21,1,142,0,0,0,277.0,258.0,292.0,269.2857142857143,263.53333333333336
2024-05-22,MBA13,239,2024,5,22,2,143,0,0,0,257.0,266.0,258.0,269.14285714285717,264.43333333333334
2024-05-23,MBA13,263,2024,5,23,3,144,0,0,0,239.0,289.0,297.0,265.2857142857143,264.46666666666664
2024-05-24,MBA13,289,2024,5,24,4,145,0,0,0,263.0,291.0,283.0,261.57142857142856,263.6333333333333
2024-05-25,MBA13,274,2024,5,25,5,146,1,0,0,289.0,234.0,175.0,261.2857142857143,263.9
2024-05-26,MBA13,213,2024,5,26,6,147,1,0,0,274.0,270.0,254.0,267.0,263.3
2024-05-27,MBA13,305,2024,5,27,0,148,0,0,0,213.0,277.0,337.0,258.85714285714283,260.9
2024-05-28,MBA13,299,2024,5,28,1,149,0,0,0,305.0,257.0,258.0,262.85714285714283,261.8666666666667
2024-05-29,MBA13,345,2024,5,29,2,150,0,0,0,299.0,239.0,266.0,268.85714285714283,265.26666666666665
2024-05-30,MBA13,397,2024,5,30,3,151,0,0,0,345.0,263.0,289.0,284.0,268.1666666666667
2024-05-31,MBA13,287,2024,5,31,4,152,0,0,0,397.0,289.0,291.0,303.14285714285717,272.9
2024-06-01,MBA13,225,2024,6,1,5,153,1,0,0,287.0,274.0,234.0,302.85714285714283,273.9
