date,sku_id,units_sold,is_promo,is_stockout
2024-02-15,MBA13,330,0,0
2024-02-16,MBA13,321,0,0
2024-02-17,MBA13,268,0,0
2024-02-18,MBA13,256,0,0
2024-02-19,MBA13,302,0,0
2024-02-20,MBA13,320,0,0
2024-02-21,MBA13,330,0,0
2024-02-22,MBA13,316,0,0
2024-02-23,MBA13,299,0,0
2024-02-24,MBA13,244,0,0
2024-02-25,MBA13,202,0,1
2024-02-26,MBA13,332,0,0
2024-02-27,MBA13,337,0,0
2024-02-28,MBA13,300,0,0
2024-02-29,MBA13,317,0,0
2024-03-01,MBA13,303,0,0
2024-03-02,MBA13,234,0,0
2024-03-03,MBA13,260,0,0
2024-03-04,MBA13,314,0,0
2024-03-05,MBA13,315,0,0
2024-03-06,MBA13,309,0,0
2024-03-07,MBA13,316,0,0
2024-03-08,MBA13,315,0,0
2024-03-09,MBA13,264,0,0
2024-03-10,MBA13,241,0,0
2024-03-11,MBA13,324,0,0
2024-03-12,MBA13,322,0,0
2024-03-13,MBA13,316,0,0
2024-03-14,MBA13,312,0,0
2024-03-15,MBA13,326,1,0
2024-03-16,MBA13,251,0,0
2024-03-17,MBA13,253,0,0
2024-03-18,MBA13,291,0,0
2024-03-19,MBA13,344,0,0
2024-03-20,MBA13,327,0,0
2024-03-21,MBA13,337,0,0
2024-03-22,MBA13,320,0,0
2024-03-23,MBA13,244,0,0
2024-03-24,MBA13,259,0,0
2024-03-25,MBA13,339,1,0
2024-03-26,MBA13,236,0,1
2024-03-27,MBA13,345,1,0
2024-03-28,MBA13,306,0,0
2024-03-29,MBA13,322,0,0
2024-03-30,MBA13,273,0,0
2024-03-31,MBA13,256,0,0
2024-04-01,MBA13,348,1,0
2024-04-02,MBA13,291,0,0
2024-04-03,MBA13,296,0,0
2024-04-04,MBA13,300,0,0
2024-04-05,MBA13,282,0,0
2024-04-06,MBA13,228,0,0
2024-04-07,MBA13,273,0,0
2024-04-08,MBA13,328,0,0
2024-04-09,MBA13,319,1,0
2024-04-10,MBA13,343,0,0
2024-04-11,MBA13,323,1,0
2024-04-12,MBA13,338,0,0
2024-04-13,MBA13,279,0,0
2024-04-14,MBA13,244,0,0
2024-04-15,MBA13,323,0,0
2024-04-16,MBA13,327,0,0
2024-04-17,MBA13,303,0,0
2024-04-18,MBA13,273,0,0
2024-04-19,MBA13,323,0,0
2024-04-20,MBA13,240,0,0
2024-04-21,MBA13,250,0,0
2024-04-22,MBA13,314,0,0
2024-04-23,MBA13,320,0,0
2024-04-24,MBA13,307,0,0
2024-04-25,MBA13,315,0,0
2024-04-26,MBA13,328,0,0
2024-04-27,MBA13,225,0,0
2024-04-28,MBA13,233,0,0
2024-04-29,MBA13,311,1,0
2024-04-30,MBA13,320,1,0
2024-05-01,MBA13,322,0,0
2024-05-02,MBA13,326,0,0
2024-05-03,MBA13,309,0,0
2024-05-04,MBA13,250,0,0
2024-05-05,MBA13,272,0,0
2024-05-06,MBA13,315,0,0
2024-05-07,MBA13,306,0,0
2024-05-08,MBA13,324,0,0
2024-05-09,MBA13,323,0,0
2024-05-10,MBA13,317,0,0
2024-05-11,MBA13,244,0,0
2024-05-12,MBA13,188,0,1
2024-05-13,MBA13,299,0,0
2024-05-14,MBA13,300,0,0
2024-05-15,MBA13,299,0,0
2024-05-16,MBA13,304,0,0
2024-05-17,MBA13,327,1,0
2024-05-18,MBA13,254,0,0
2024-05-19,MBA13,236,0,0
2024-05-20,MBA13,315,0,0
2024-05-21,MBA13,313,0,0
2024-05-22,MBA13,310,0,0
2024-05-23,MBA13,303,0,0
2024-05-24,MBA13,296,0,0
2024-05-25,MBA13,260,0,0
2024-05-26,MBA13,253,0,0
2024-05-27,MBA13,317,0,0
2024-05-28,MBA13,306,0,0
2024-05-29,MBA13,304,0,0
2024-05-30,MBA13,326,0,0
2024-05-31,MBA13,349,0,0
2024-06-01,MBA13,248,0,0
2024-06-02,MBA13,254,0,0
2024-06-03,MBA13,310,0,0
2024-06-04,MBA13,300,0,0
2024-06-05,MBA13,305,0,0
2024-06-06,MBA13,340,0,0
2024-06-07,MBA13,302,0,0
2024-06-08,MBA13,253,0,0
2024-06-09,MBA13,243,0,0
2024-06-10,MBA13,311,0,0
2024-06-11,MBA13,302,0,0
2024-06-12,MBA13,304,0,0
2024-06-13,MBA13,291,0,0
2024-06-14,MBA13,313,0,0
2024-06-15,MBA13,247,0,0
2024-06-16,MBA13,259,0,0
2024-06-17,MBA13,248,0,1
2024-06-18,MBA13,301,0,0
2024-06-19,MBA13,298,0,0
2024-06-20,MBA13,312,0,0
2024-06-21,MBA13,330,0,0
2024-06-22,MBA13,194,0,1
2024-06-23,MBA13,227,0,0
2024-06-24,MBA13,314,0,0
2024-06-25,MBA13,328,0,0
2024-06-26,MBA13,319,0,0
2024-06-27,MBA13,295,0,0
2024-06-28,MBA13,313,0,0
2024-06-29,MBA13,264,0,0
2024-06-30,MBA13,246,0,0
2024-07-01,MBA13,304,0,0
2024-07-02,MBA13,304,0,0
2024-07-03,MBA13,309,0,0
2024-07-04,MBA13,295,0,0
2024-07-05,MBA13,330,1,0
2024-07-06,MBA13,256,0,0
2024-07-07,MBA13,206,0,1
2024-07-08,MBA13,311,0,0
2024-07-09,MBA13,295,0,0
2024-07-10,MBA13,324,1,0
2024-07-11,MBA13,337,0,0
2024-07-12,MBA13,315,0,0
2024-07-13,MBA13,619,1,0
2024-07-14,MBA13,261,0,0
2024-07-15,MBA13,337,0,0
2024-07-16,MBA13,317,0,0
2024-07-17,MBA13,309,0,0
2024-07-18,MBA13,330,0,0
2024-07-19,MBA13,305,0,0
2024-07-20,MBA13,266,0,0
2024-07-21,MBA13,244,0,0
2024-07-22,MBA13,306,0,0
2024-07-23,MBA13,322,0,0
2024-07-24,MBA13,329,0,0
2024-07-25,MBA13,310,0,0
2024-07-26,MBA13,266,0,1
2024-07-27,MBA13,257,0,0
2024-07-28,MBA13,241,0,0
2024-07-29,MBA13,306,0,0
2024-07-30,MBA13,319,0,0
2024-07-31,MBA13,331,0,0
2024-08-01,MBA13,435,0,0
2024-08-02,MBA13,435,0,0
2024-08-03,MBA13,322,0,0
2024-08-04,MBA13,351,0,0
2024-08-05,MBA13,430,0,0
2024-08-06,MBA13,425,0,0
2024-08-07,MBA13,430,0,0
2024-08-08,MBA13,397,0,0
2024-08-09,MBA13,389,0,0
2024-08-10,MBA13,344,0,0
2024-08-11,MBA13,340,0,0
2024-08-12,MBA13,418,0,0
2024-08-13,MBA13,427,0,0
2024-08-14,MBA13,423,0,0
2024-08-15,MBA13,425,0,0
2024-08-16,MBA13,454,1,0
2024-08-17,MBA13,333,0,0
2024-08-18,MBA13,345,0,0
2024-08-19,MBA13,412,0,0
2024-08-20,MBA13,415,1,0
2024-08-21,MBA13,417,0,0
2024-08-22,MBA13,435,0,0
2024-08-23,MBA13,430,1,0
2024-08-24,MBA13,347,0,0
2024-08-25,MBA13,353,0,0
2024-08-26,MBA13,431,0,0
2024-08-27,MBA13,433,1,0
2024-08-28,MBA13,410,0,0
2024-08-29,MBA13,421,0,0
2024-08-30,MBA13,424,0,0
2024-08-31,MBA13,350,0,0
2024-09-01,MBA13,350,0,0
2024-09-02,MBA13,458,0,0
2024-09-03,MBA13,441,0,0
2024-09-04,MBA13,416,0,0
2024-09-05,MBA13,450,0,0
2024-09-06,MBA13,405,0,0
2024-09-07,MBA13,326,0,0
2024-09-08,MBA13,352,0,0
2024-09-09,MBA13,417,0,0
2024-09-10,MBA13,387,0,0
2024-09-11,MBA13,357,0,1
2024-09-12,MBA13,429,0,0
2024-09-13,MBA13,419,0,0
2024-09-14,MBA13,338,0,0
2024-09-15,MBA13,337,0,0
2024-09-16,MBA13,392,0,0
2024-09-17,MBA13,408,0,0
2024-09-18,MBA13,411,0,0
2024-09-19,MBA13,457,1,0
2024-09-20,MBA13,413,0,0
2024-09-21,MBA13,346,0,0
2024-09-22,MBA13,338,0,0
2024-09-23,MBA13,429,1,0
2024-09-24,MBA13,424,0,0
2024-09-25,MBA13,420,0,0
2024-09-26,MBA13,436,0,0
2024-09-27,MBA13,331,0,1
2024-09-28,MBA13,331,0,0
2024-09-29,MBA13,352,0,0
2024-09-30,MBA13,418,0,0
2024-10-01,MBA13,325,0,0
2024-10-02,MBA13,242,0,1
2024-10-03,MBA13,314,0,0
2024-10-04,MBA13,303,0,0
2024-10-05,MBA13,241,0,0
2024-10-06,MBA13,221,0,0
2024-10-07,MBA13,333,0,0
2024-10-08,MBA13,320,1,0
2024-10-09,MBA13,334,1,0
2024-10-10,MBA13,309,0,0
2024-10-11,MBA13,328,0,0
2024-10-12,MBA13,606,1,0
2024-10-13,MBA13,255,0,0
2024-10-14,MBA13,322,0,0
2024-10-15,MBA13,312,0,0
2024-10-16,MBA13,301,0,0
2024-10-17,MBA13,303,1,0
2024-10-18,MBA13,303,0,0
2024-10-19,MBA13,225,0,0
2024-10-20,MBA13,263,0,0
2024-10-21,MBA13,318,0,0
2024-10-22,MBA13,323,0,0
2024-10-23,MBA13,298,0,0
2024-10-24,MBA13,296,0,0
2024-10-25,MBA13,319,0,0
2024-10-26,MBA13,259,0,0
2024-10-27,MBA13,227,0,0
2024-10-28,MBA13,302,0,0
2024-10-29,MBA13,334,0,0
2024-10-30,MBA13,323,0,0
2024-10-31,MBA13,308,0,0
2024-11-01,MBA13,435,0,0
2024-11-02,MBA13,352,0,0
2024-11-03,MBA13,908,1,0
2024-11-04,MBA13,432,0,0
2024-11-05,MBA13,491,1,0
2024-11-06,MBA13,467,0,0
2024-11-07,MBA13,435,0,0
2024-11-08,MBA13,478,0,0
2024-11-09,MBA13,359,0,0
2024-11-10,MBA13,366,0,0
2024-11-11,MBA13,84,0,1
2024-11-12,MBA13,437,0,0
2024-11-13,MBA13,469,1,0
2024-11-14,MBA13,427,0,0
2024-11-15,MBA13,447,0,0
2024-11-16,MBA13,364,0,0
2024-11-17,MBA13,369,0,0
2024-11-18,MBA13,430,0,0
2024-11-19,MBA13,431,0,0
2024-11-20,MBA13,454,0,0
2024-11-21,MBA13,435,0,0
2024-11-22,MBA13,449,0,0
2024-11-23,MBA13,383,0,0
2024-11-24,MBA13,348,0,0
2024-11-25,MBA13,78,0,1
2024-11-26,MBA13,465,0,0
2024-11-27,MBA13,426,0,0
2024-11-28,MBA13,449,0,0
2024-11-29,MBA13,485,0,0
2024-11-30,MBA13,77,0,1
2024-12-01,MBA13,378,0,0
2024-12-02,MBA13,446,0,0
2024-12-03,MBA13,457,1,0
2024-12-04,MBA13,431,0,0
2024-12-05,MBA13,94,0,1
2024-12-06,MBA13,456,0,0
2024-12-07,MBA13,391,0,0
2024-12-08,MBA13,361,0,0
2024-12-09,MBA13,456,0,0
2024-12-10,MBA13,450,0,0
2024-12-11,MBA13,74,0,1
2024-12-12,MBA13,455,0,0
2024-12-13,MBA13,467,0,0
2024-12-14,MBA13,375,0,0
2024-12-15,MBA13,356,0,0
2024-12-16,MBA13,490,0,0
2024-12-17,MBA13,448,0,0
2024-12-18,MBA13,107,0,1
2024-12-19,MBA13,447,0,0
2024-12-20,MBA13,468,0,0
2024-12-21,MBA13,363,0,0
2024-12-22,MBA13,913,1,0
2024-12-23,MBA13,466,0,0
2024-12-24,MBA13,479,0,0
2024-12-25,MBA13,448,0,0
2024-12-26,MBA13,446,0,0
2024-12-27,MBA13,441,0,0
2024-12-28,MBA13,353,0,0
2024-12-29,MBA13,64,0,1
2024-12-30,MBA13,467,1,0
2024-12-31,MBA13,486,1,0
2025-01-01,MBA13,328,0,0
2025-01-02,MBA13,330,0,0
2025-01-03,MBA13,330,0,0
2025-01-04,MBA13,276,0,0
2025-01-05,MBA13,249,0,0
2025-01-06,MBA13,323,0,0
2025-01-07,MBA13,314,1,0
2025-01-08,MBA13,314,1,0
2025-01-09,MBA13,322,0,0
2025-01-10,MBA13,319,0,0
2025-01-11,MBA13,649,1,0
2025-01-12,MBA13,268,0,0
2025-01-13,MBA13,357,1,0
2025-01-14,MBA13,321,0,0
2025-01-15,MBA13,334,1,0
2025-01-16,MBA13,311,0,0
2025-01-17,MBA13,333,0,0
2025-01-18,MBA13,251,0,0
2025-01-19,MBA13,256,0,0
2025-01-20,MBA13,329,0,0
2025-01-21,MBA13,322,0,0
2025-01-22,MBA13,321,0,0
2025-01-23,MBA13,308,0,0
2025-01-24,MBA13,325,0,0
2025-01-25,MBA13,290,0,0
2025-01-26,MBA13,241,0,0
2025-01-27,MBA13,321,1,0
2025-01-28,MBA13,331,0,0
2025-01-29,MBA13,324,0,0
2025-01-30,MBA13,340,0,0
2025-01-31,MBA13,310,0,0
2025-02-01,MBA13,272,0,0
2025-02-02,MBA13,264,0,0
2025-02-03,MBA13,323,1,0
2025-02-04,MBA13,312,0,0
2025-02-05,MBA13,321,0,0
2025-02-06,MBA13,308,0,0
2025-02-07,MBA13,336,0,0
2025-02-08,MBA13,270,0,0
2025-02-09,MBA13,253,0,0
2025-02-10,MBA13,318,0,0
2025-02-11,MBA13,334,0,0
2025-02-12,MBA13,320,0,0
2025-02-13,MBA13,348,0,0
2025-02-14,MBA13,328,0,0
2025-02-15,MBA13,248,0,0
2025-02-16,MBA13,193,0,1
2025-02-17,MBA13,335,0,0
2025-02-18,MBA13,314,0,0
2025-02-19,MBA13,322,0,0
2025-02-20,MBA13,217,0,1
2025-02-21,MBA13,321,0,0
2025-02-22,MBA13,240,0,0
2025-02-23,MBA13,629,1,0
2025-02-24,MBA13,338,0,0
2025-02-25,MBA13,316,0,0
2025-02-26,MBA13,315,0,0
2025-02-27,MBA13,350,0,0
2025-02-28,MBA13,334,0,0
2025-03-01,MBA13,282,0,0
2025-03-02,MBA13,277,0,0
2025-03-03,MBA13,332,0,0
2025-03-04,MBA13,342,0,0
2025-03-05,MBA13,310,0,0
2025-03-06,MBA13,308,0,0
2025-03-07,MBA13,317,1,0
2025-03-08,MBA13,235,0,0
2025-03-09,MBA13,261,0,0
2025-03-10,MBA13,315,1,0
2025-03-11,MBA13,321,1,0
2025-03-12,MBA13,317,0,0
2025-03-13,MBA13,284,0,0
2025-03-14,MBA13,319,0,0
2025-03-15,MBA13,260,0,0
2025-03-16,MBA13,236,0,1
2025-03-17,MBA13,323,0,0
2025-03-18,MBA13,322,0,0
2025-03-19,MBA13,278,0,1
2025-03-20,MBA13,317,0,0
2025-03-21,MBA13,323,0,0
2025-03-22,MBA13,662,1,0
2025-03-23,MBA13,249,0,0
2025-03-24,MBA13,334,0,0
2025-03-25,MBA13,237,0,1
2025-03-26,MBA13,330,0,0
2025-03-27,MBA13,330,0,0
2025-03-28,MBA13,315,0,0
2025-03-29,MBA13,257,0,0
2025-03-30,MBA13,283,0,0
2025-03-31,MBA13,319,0,0
2025-04-01,MBA13,344,1,0
2025-04-02,MBA13,337,1,0
2025-04-03,MBA13,311,0,0
2025-04-04,MBA13,312,0,0
2025-04-05,MBA13,265,0,0
2025-04-06,MBA13,279,0,0
2025-04-07,MBA13,302,0,0
2025-04-08,MBA13,343,0,0
2025-04-09,MBA13,329,0,0
2025-04-10,MBA13,317,0,0
2025-04-11,MBA13,325,0,0
2025-04-12,MBA13,657,1,0
2025-04-13,MBA13,244,0,0
2025-04-14,MBA13,254,0,1
2025-04-15,MBA13,321,0,0
2025-04-16,MBA13,298,0,0
2025-04-17,MBA13,348,1,0
2025-04-18,MBA13,312,0,0
2025-04-19,MBA13,252,0,0
2025-04-20,MBA13,258,0,0
2025-04-21,MBA13,327,0,0
2025-04-22,MBA13,326,0,0
2025-04-23,MBA13,257,0,1
2025-04-24,MBA13,325,0,0
2025-04-25,MBA13,310,0,0
2025-04-26,MBA13,262,0,0
2025-04-27,MBA13,215,0,1
2025-04-28,MBA13,312,0,0
2025-04-29,MBA13,321,0,0
2025-04-30,MBA13,264,0,1
2025-05-01,MBA13,319,0,0
2025-05-02,MBA13,303,0,0
2025-05-03,MBA13,279,0,0
2025-05-04,MBA13,276,0,0
2025-05-05,MBA13,320,0,0
2025-05-06,MBA13,358,1,0
2025-05-07,MBA13,345,1,0
2025-05-08,MBA13,318,0,0
2025-05-09,MBA13,311,0,0
2025-05-10,MBA13,244,0,0
2025-05-11,MBA13,257,0,0
2025-05-12,MBA13,324,1,0
2025-05-13,MBA13,309,0,0
2025-05-14,MBA13,325,0,0
2025-05-15,MBA13,302,0,0
2025-05-16,MBA13,298,0,0
2025-05-17,MBA13,261,0,0
2025-05-18,MBA13,268,0,0
2025-05-19,MBA13,326,0,0
2025-05-20,MBA13,298,0,0
2025-05-21,MBA13,311,0,0
2025-05-22,MBA13,312,0,0
2025-05-23,MBA13,299,0,0
2025-05-24,MBA13,649,1,0
2025-05-25,MBA13,652,1,0
2025-05-26,MBA13,318,0,0
2025-05-27,MBA13,235,0,1
2025-05-28,MBA13,348,0,0
2025-05-29,MBA13,309,0,0
2025-05-30,MBA13,334,0,0
2025-05-31,MBA13,279,0,0
2025-06-01,MBA13,254,0,0
2025-06-02,MBA13,326,0,0
2025-06-03,MBA13,302,0,0
2025-06-04,MBA13,315,0,0
2025-06-05,MBA13,343,1,0
2025-06-06,MBA13,337,1,0
2025-06-07,MBA13,269,0,0
2025-06-08,MBA13,253,0,0
2025-06-09,MBA13,334,0,0
2025-06-10,MBA13,307,0,0
2025-06-11,MBA13,326,0,0
2025-06-12,MBA13,312,0,0
2025-06-13,MBA13,313,1,0
2025-06-14,MBA13,269,0,0
2025-06-15,MBA13,613,1,0
2025-06-16,MBA13,246,0,1
2025-06-17,MBA13,306,0,0
2025-06-18,MBA13,338,0,0
2025-06-19,MBA13,332,0,0
2025-06-20,MBA13,306,0,0
2025-06-21,MBA13,243,0,0
2025-06-22,MBA13,253,0,0
2025-06-23,MBA13,305,0,0
2025-06-24,MBA13,341,0,0
2025-06-25,MBA13,296,0,0
2025-06-26,MBA13,362,1,0
2025-06-27,MBA13,326,0,0
2025-06-28,MBA13,267,0,0
2025-06-29,MBA13,650,1,0
2025-06-30,MBA13,298,0,0
2025-07-01,MBA13,332,0,0
2025-07-02,MBA13,321,0,0
2025-07-03,MBA13,307,0,0
2025-07-04,MBA13,336,0,0
2025-07-05,MBA13,273,0,0
2025-07-06,MBA13,275,0,0
2025-07-07,MBA13,333,0,0
2025-07-08,MBA13,313,0,0
2025-07-09,MBA13,328,0,0
2025-07-10,MBA13,335,0,0
2025-07-11,MBA13,334,0,0
2025-07-12,MBA13,226,0,0
2025-07-13,MBA13,258,0,0
2025-07-14,MBA13,310,0,0
2025-07-15,MBA13,357,1,0
2025-07-16,MBA13,320,0,0
2025-07-17,MBA13,327,0,0
2025-07-18,MBA13,323,0,0
2025-07-19,MBA13,226,0,1
2025-07-20,MBA13,674,1,0
2025-07-21,MBA13,321,0,0
2025-07-22,MBA13,324,0,0
2025-07-23,MBA13,340,0,0
2025-07-24,MBA13,305,0,0
2025-07-25,MBA13,306,0,0
2025-07-26,MBA13,250,0,0
2025-07-27,MBA13,270,0,0
2025-07-28,MBA13,321,0,0
2025-07-29,MBA13,312,0,0
2025-07-30,MBA13,338,0,0
2025-07-31,MBA13,299,0,0
2025-08-01,MBA13,423,0,0
2025-08-02,MBA13,348,0,0
2025-08-03,MBA13,376,0,0
2025-08-04,MBA13,423,0,0
2025-08-05,MBA13,462,1,0
2025-08-06,MBA13,430,0,0
2025-08-07,MBA13,416,0,0
2025-08-08,MBA13,440,0,0
2025-08-09,MBA13,346,0,0
2025-08-10,MBA13,343,0,0
2025-08-11,MBA13,414,0,0
2025-08-12,MBA13,347,0,1
2025-08-13,MBA13,454,0,0
2025-08-14,MBA13,424,0,0
2025-08-15,MBA13,417,0,0
2025-08-16,MBA13,327,0,0
2025-08-17,MBA13,326,0,0
2025-08-18,MBA13,431,0,0
2025-08-19,MBA13,434,0,0
2025-08-20,MBA13,460,1,0
2025-08-21,MBA13,453,1,0
2025-08-22,MBA13,457,1,0
2025-08-23,MBA13,371,0,0
2025-08-24,MBA13,368,0,0
2025-08-25,MBA13,471,1,0
2025-08-26,MBA13,447,0,0
2025-08-27,MBA13,442,0,0
2025-08-28,MBA13,411,0,0
2025-08-29,MBA13,430,0,0
2025-08-30,MBA13,354,0,0
2025-08-31,MBA13,338,0,0
2025-09-01,MBA13,478,1,0
2025-09-02,MBA13,428,0,0
2025-09-03,MBA13,323,0,1
2025-09-04,MBA13,427,0,0
2025-09-05,MBA13,439,0,0
2025-09-06,MBA13,268,0,1
2025-09-07,MBA13,348,0,0
2025-09-08,MBA13,410,0,0
2025-09-09,MBA13,426,0,0
2025-09-10,MBA13,433,0,0
2025-09-11,MBA13,431,0,0
2025-09-12,MBA13,444,0,0
2025-09-13,MBA13,862,1,0
2025-09-14,MBA13,355,0,0
2025-09-15,MBA13,462,1,0
2025-09-16,MBA13,423,0,0
2025-09-17,MBA13,420,0,0
2025-09-18,MBA13,478,1,0
2025-09-19,MBA13,428,0,0
2025-09-20,MBA13,356,0,0
2025-09-21,MBA13,357,0,0
2025-09-22,MBA13,413,0,0
2025-09-23,MBA13,436,0,0
2025-09-24,MBA13,435,0,0
2025-09-25,MBA13,478,1,0
2025-09-26,MBA13,435,0,0
2025-09-27,MBA13,361,0,0
2025-09-28,MBA13,362,0,0
2025-09-29,MBA13,429,0,0
2025-09-30,MBA13,463,0,0
2025-10-01,MBA13,310,0,0
2025-10-02,MBA13,298,0,0
2025-10-03,MBA13,292,0,0
2025-10-04,MBA13,253,0,0
2025-10-05,MBA13,624,1,0
2025-10-06,MBA13,311,0,0
2025-10-07,MBA13,321,0,0
2025-10-08,MBA13,324,0,0
2025-10-09,MBA13,315,0,0
2025-10-10,MBA13,311,0,0
2025-10-11,MBA13,253,0,0
2025-10-12,MBA13,656,1,0
2025-10-13,MBA13,306,0,0
2025-10-14,MBA13,311,0,0
2025-10-15,MBA13,325,0,0
2025-10-16,MBA13,322,0,0
2025-10-17,MBA13,297,0,0
2025-10-18,MBA13,274,0,0
2025-10-19,MBA13,253,0,0
2025-10-20,MBA13,304,0,0
2025-10-21,MBA13,301,0,0
2025-10-22,MBA13,335,0,0
2025-10-23,MBA13,290,0,0
2025-10-24,MBA13,326,0,0
2025-10-25,MBA13,271,0,0
2025-10-26,MBA13,254,0,0
2025-10-27,MBA13,343,0,0
2025-10-28,MBA13,307,0,0
2025-10-29,MBA13,328,0,0
2025-10-30,MBA13,322,0,0
2025-10-31,MBA13,345,0,0
2025-11-01,MBA13,936,1,0
2025-11-02,MBA13,382,0,0
2025-11-03,MBA13,466,0,0
2025-11-04,MBA13,443,0,0
2025-11-05,MBA13,463,0,0
2025-11-06,MBA13,456,0,0
2025-11-07,MBA13,466,0,0
2025-11-08,MBA13,382,0,0
2025-11-09,MBA13,395,0,0
2025-11-10,MBA13,432,0,0
2025-11-11,MBA13,465,0,0
2025-11-12,MBA13,447,0,0
2025-11-13,MBA13,472,0,0
2025-11-14,MBA13,496,0,0
2025-11-15,MBA13,371,0,0
2025-11-16,MBA13,365,0,0
2025-11-17,MBA13,458,0,0
2025-11-18,MBA13,447,0,0
2025-11-19,MBA13,427,0,0
2025-11-20,MBA13,492,1,0
2025-11-21,MBA13,464,0,0
2025-11-22,MBA13,365,0,0
2025-11-23,MBA13,361,0,0
2025-11-24,MBA13,500,1,0
2025-11-25,MBA13,482,0,0
2025-11-26,MBA13,467,0,0
2025-11-27,MBA13,435,0,0
2025-11-28,MBA13,462,0,0
2025-11-29,MBA13,381,0,0
2025-11-30,MBA13,372,0,0
2025-12-01,MBA13,462,0,0
2025-12-02,MBA13,455,0,0
2025-12-03,MBA13,461,0,0
2025-12-04,MBA13,478,0,0
2025-12-05,MBA13,96,0,1
2025-12-06,MBA13,933,1,0
2025-12-07,MBA13,372,0,0
2025-12-08,MBA13,112,0,1
2025-12-09,MBA13,450,0,0
2025-12-10,MBA13,455,0,0
2025-12-11,MBA13,462,0,0
2025-12-12,MBA13,456,0,0
2025-12-13,MBA13,394,0,0
2025-12-14,MBA13,954,1,0
2025-12-15,MBA13,462,0,0
2025-12-16,MBA13,517,1,0
2025-12-17,MBA13,468,0,0
2025-12-18,MBA13,509,1,0
2025-12-19,MBA13,484,0,0
2025-12-20,MBA13,382,0,0
2025-12-21,MBA13,360,0,0
2025-12-22,MBA13,465,0,0
2025-12-23,MBA13,455,0,0
2025-12-24,MBA13,472,0,0
2025-12-25,MBA13,470,0,0
2025-12-26,MBA13,468,0,0
2025-12-27,MBA13,387,0,0
2025-12-28,MBA13,381,0,0
2025-12-29,MBA13,463,0,0
2025-12-30,MBA13,448,0,0
2025-12-31,MBA13,456,0,0
2023-01-01,MBA15,198,0,0
2023-01-02,MBA15,270,0,0
2023-01-03,MBA15,258,0,0
2023-01-04,MBA15,262,0,0
2023-01-05,MBA15,254,0,0
2023-01-06,MBA15,273,0,0
2023-01-07,MBA15,217,0,0
2023-01-08,MBA15,211,0,0
2023-01-09,MBA15,259,0,0
2023-01-10,MBA15,250,0,0
2023-01-11,MBA15,252,0,0
2023-01-12,MBA15,241,0,0
2023-01-13,MBA15,267,0,0
2023-01-14,MBA15,219,0,0
2023-01-15,MBA15,219,0,0
2023-01-16,MBA15,261,1,0
2023-01-17,MBA15,277,0,0
2023-01-18,MBA15,269,1,0
2023-01-19,MBA15,265,0,0
2023-01-20,MBA15,258,1,0
2023-01-21,MBA15,224,0,0
2023-01-22,MBA15,218,0,0
2023-01-23,MBA15,204,0,1
2023-01-24,MBA15,254,0,0
2023-01-25,MBA15,267,0,0
2023-01-26,MBA15,286,1,0
2023-01-27,MBA15,250,0,0
2023-01-28,MBA15,209,0,0
2023-01-29,MBA15,204,0,0
2023-01-30,MBA15,287,1,0
2023-01-31,MBA15,252,0,0
2023-02-01,MBA15,245,0,0
2023-02-02,MBA15,281,1,0
2023-02-03,MBA15,276,0,0
2023-02-04,MBA15,533,1,0
2023-02-05,MBA15,223,0,0
2023-02-06,MBA15,284,0,0
2023-02-07,MBA15,279,0,0
2023-02-08,MBA15,229,0,1
2023-02-09,MBA15,281,0,0
2023-02-10,MBA15,254,0,0
2023-02-11,MBA15,219,0,0
2023-02-12,MBA15,212,0,0
2023-02-13,MBA15,242,0,0
2023-02-14,MBA15,209,0,1
2023-02-15,MBA15,221,0,1
2023-02-16,MBA15,266,0,0
2023-02-17,MBA15,259,0,0
2023-02-18,MBA15,202,0,0
2023-02-19,MBA15,217,0,0
2023-02-20,MBA15,258,0,0
2023-02-21,MBA15,273,0,0
2023-02-22,MBA15,272,0,0
2023-02-23,MBA15,264,0,0
2023-02-24,MBA15,247,0,0
2023-02-25,MBA15,205,0,0
2023-02-26,MBA15,232,0,0
2023-02-27,MBA15,266,0,0
2023-02-28,MBA15,276,0,0
2023-03-01,MBA15,248,0,0
2023-03-02,MBA15,296,0,0
2023-03-03,MBA15,240,0,0
2023-03-04,MBA15,217,0,0
2023-03-05,MBA15,189,0,0
2023-03-06,MBA15,286,1,0
2023-03-07,MBA15,263,1,0
2023-03-08,MBA15,258,0,0
2023-03-09,MBA15,264,0,0
2023-03-10,MBA15,269,0,0
2023-03-11,MBA15,208,0,0
2023-03-12,MBA15,213,0,0
2023-03-13,MBA15,263,0,0
2023-03-14,MBA15,260,0,0
2023-03-15,MBA15,257,0,0
2023-03-16,MBA15,267,1,0
2023-03-17,MBA15,212,0,1
2023-03-18,MBA15,214,0,0
2023-03-19,MBA15,517,1,0
2023-03-20,MBA15,257,0,0
2023-03-21,MBA15,239,0,0
2023-03-22,MBA15,257,0,0
2023-03-23,MBA15,239,0,0
2023-03-24,MBA15,254,0,0
2023-03-25,MBA15,198,0,0
2023-03-26,MBA15,201,0,0
2023-03-27,MBA15,276,0,0
2023-03-28,MBA15,259,1,0
2023-03-29,MBA15,255,0,0
2023-03-30,MBA15,264,0,0
2023-03-31,MBA15,237,0,0
