date,sku_id,units_sold
2024-09-25,MBA13,348
2024-09-26,MBA13,397
2024-09-27,MBA13,416
2024-09-28,MBA13,343
2024-09-29,MBA13,346
2024-09-30,MBA13,436
2024-10-01,MBA13,308
2024-10-02,MBA13,312
2024-10-03,MBA13,344
2024-10-04,MBA13,321
2024-10-05,MBA13,305
2024-10-06,MBA13,256
2024-10-07,MBA13,537
2024-10-08,MBA13,295
2024-10-09,MBA13,354
2024-10-10,MBA13,283
2024-10-11,MBA13,290
2024-10-12,MBA13,312
2024-10-13,MBA13,286
2024-10-14,MBA13,289
2024-10-15,MBA13,321
2024-10-16,MBA13,320
2024-10-17,MBA13,338
2024-10-18,MBA13,253
2024-10-19,MBA13,287
2024-10-20,MBA13,290
2024-10-21,MBA13,274
2024-10-22,MBA13,304
2024-10-23,MBA13,356
2024-10-24,MBA13,359
2024-10-25,MBA13,255
2024-10-26,MBA13,225
2024-10-27,MBA13,92
2024-10-28,MBA13,292
2024-10-29,MBA13,450
2024-10-30,MBA13,273
2024-10-31,MBA13,421
2024-11-01,MBA13,448
2024-11-02,MBA13,305
2024-11-03,MBA13,354
2024-11-04,MBA13,449
2024-11-05,MBA13,460
2024-11-06,MBA13,400
2024-11-07,MBA13,402
2024-11-08,MBA13,458
2024-11-09,MBA13,326
2024-11-10,MBA13,358
2024-11-11,MBA13,493
2024-11-12,MBA13,409
2024-11-13,MBA13,423
2024-11-14,MBA13,484
2024-11-15,MBA13,391
2024-11-16,MBA13,359
2024-11-17,MBA13,251
2024-11-18,MBA13,489
2024-11-19,MBA13,518
2024-11-20,MBA13,436
2024-11-21,MBA13,448
2024-11-22,MBA13,460
2024-11-23,MBA13,382
2024-11-24,MBA13,376
2024-11-25,MBA13,439
2024-11-26,MBA13,473
2024-11-27,MBA13,439
2024-11-28,MBA13,465
2024-11-29,MBA13,451
2024-11-30,MBA13,306
2024-12-01,MBA13,408
2024-12-02,MBA13,432
2024-12-03,MBA13,498
2024-12-04,MBA13,206
2024-12-05,MBA13,459
2024-12-06,MBA13,466
2024-12-07,MBA13,416
2024-12-08,MBA13,405
2024-12-09,MBA13,445
2024-12-10,MBA13,447
2024-12-11,MBA13,486
2024-12-12,MBA13,518
2024-12-13,MBA13,444
2024-12-14,MBA13,352
2024-12-15,MBA13,341
2024-12-16,MBA13,422
2024-12-17,MBA13,686
2024-12-18,MBA13,484
2024-12-19,MBA13,714
2024-12-20,MBA13,469
2024-12-21,MBA13,390
2024-12-22,MBA13,389
2024-12-23,MBA13,492
2024-12-24,MBA13,426
2024-12-25,MBA13,459
2024-12-26,MBA13,397
2024-12-27,MBA13,397
2024-12-28,MBA13,369
2024-12-29,MBA13,361
2024-12-30,MBA13,453
2024-12-31,MBA13,472
2025-01-01,MBA13,369
2025-01-02,MBA13,321
2025-01-03,MBA13,315
2025-01-04,MBA13,236
2025-01-05,MBA13,289
2025-01-06,MBA13,299
2025-01-07,MBA13,311
2025-01-08,MBA13,342
2025-01-09,MBA13,323
2025-01-10,MBA13,321
2025-01-11,MBA13,231
2025-01-12,MBA13,271
2025-01-13,MBA13,394
2025-01-14,MBA13,277
2025-01-15,MBA13,283
2025-01-16,MBA13,347
2025-01-17,MBA13,328
2025-01-18,MBA13,305
2025-01-19,MBA13,235
2025-01-20,MBA13,350
2025-01-21,MBA13,332
2025-01-22,MBA13,289
2025-01-23,MBA13,299
2025-01-24,MBA13,321
2025-01-25,MBA13,231
2025-01-26,MBA13,297
2025-01-27,MBA13,345
2025-01-28,MBA13,304
2025-01-29,MBA13,315
2025-01-30,MBA13,352
2025-01-31,MBA13,318
2025-02-01,MBA13,326
2025-02-02,MBA13,277
2025-02-03,MBA13,293
2025-02-04,MBA13,285
2025-02-05,MBA13,356
2025-02-06,MBA13,306
2025-02-07,MBA13,325
2025-02-08,MBA13,164
2025-02-09,MBA13,260
2025-02-10,MBA13,273
2025-02-11,MBA13,273
2025-02-12,MBA13,362
2025-02-13,MBA13,310
2025-02-14,MBA13,308
2025-02-15,MBA13,330
2025-02-16,MBA13,292
2025-02-17,MBA13,374
2025-02-18,MBA13,363
2025-02-19,MBA13,348
2025-02-20,MBA13,372
2025-02-21,MBA13,295
2025-02-22,MBA13,230
2025-02-23,MBA13,212
2025-02-24,MBA13,262
2025-02-25,MBA13,459
2025-02-26,MBA13,313
2025-02-27,MBA13,287
2025-02-28,MBA13,578
2025-03-01,MBA13,286
2025-03-02,MBA13,327
2025-03-03,MBA13,328
2025-03-04,MBA13,110
2025-03-05,MBA13,570
2025-03-06,MBA13,312
2025-03-07,MBA13,454
2025-03-08,MBA13,263
2025-03-09,MBA13,311
2025-03-10,MBA13,326
2025-03-11,MBA13,506
2025-03-12,MBA13,343
2025-03-13,MBA13,343
2025-03-14,MBA13,307
2025-03-15,MBA13,253
2025-03-16,MBA13,316
2025-03-17,MBA13,317
2025-03-18,MBA13,339
2025-03-19,MBA13,322
2025-03-20,MBA13,298
2025-03-21,MBA13,300
2025-03-22,MBA13,273
2025-03-23,MBA13,307
2025-03-24,MBA13,277
2025-03-25,MBA13,373
2025-03-26,MBA13,342
2025-03-27,MBA13,313
2025-03-28,MBA13,332
2025-03-29,MBA13,280
2025-03-30,MBA13,223
2025-03-31,MBA13,315
2025-04-01,MBA13,321
2025-04-02,MBA13,266
2025-04-03,MBA13,349
2025-04-04,MBA13,300
2025-04-05,MBA13,240
2025-04-06,MBA13,257
2025-04-07,MBA13,336
2025-04-08,MBA13,333
2025-04-09,MBA13,322
2025-04-10,MBA13,332
2025-04-11,MBA13,296
2025-04-12,MBA13,95
2025-04-13,MBA13,274
2025-04-14,MBA13,321
2025-04-15,MBA13,381
2025-04-16,MBA13,314
2025-04-17,MBA13,288
2025-04-18,MBA13,336
2025-04-19,MBA13,350
2025-04-20,MBA13,259
2025-04-21,MBA13,342
2025-04-22,MBA13,278
2025-04-23,MBA13,336
2025-04-24,MBA13,344
2025-04-25,MBA13,320
2025-04-26,MBA13,243
2025-04-27,MBA13,234
2025-04-28,MBA13,84
2025-04-29,MBA13,299
2025-04-30,MBA13,365
2025-05-01,MBA13,258
2025-05-02,MBA13,354
2025-05-03,MBA13,193
2025-05-04,MBA13,289
2025-05-05,MBA13,321
2025-05-06,MBA13,378
2025-05-07,MBA13,328
2025-05-08,MBA13,314
2025-05-09,MBA13,269
2025-05-10,MBA13,326
2025-05-11,MBA13,232
2025-05-12,MBA13,353
2025-05-13,MBA13,368
2025-05-14,MBA13,307
2025-05-15,MBA13,334
2025-05-16,MBA13,276
2025-05-17,MBA13,247
2025-05-18,MBA13,274
2025-05-19,MBA13,321
2025-05-20,MBA13,344
2025-05-21,MBA13,304
2025-05-22,MBA13,353
2025-05-23,MBA13,288
2025-05-24,MBA13,274
2025-05-25,MBA13,321
2025-05-26,MBA13,264
2025-05-27,MBA13,110
2025-05-28,MBA13,322
2025-05-29,MBA13,434
2025-05-30,MBA13,295
2025-05-31,MBA13,282
2025-06-01,MBA13,221
2025-06-02,MBA13,262
2025-06-03,MBA13,298
2025-06-04,MBA13,305
2025-06-05,MBA13,336
2025-06-06,MBA13,300
2025-06-07,MBA13,307
2025-06-08,MBA13,262
2025-06-09,MBA13,293
2025-06-10,MBA13,335
2025-06-11,MBA13,507
2025-06-12,MBA13,267
2025-06-13,MBA13,347
2025-06-14,MBA13,261
2025-06-15,MBA13,227
2025-06-16,MBA13,357
2025-06-17,MBA13,354
2025-06-18,MBA13,357
2025-06-19,MBA13,352
2025-06-20,MBA13,302
2025-06-21,MBA13,278
2025-06-22,MBA13,295
2025-06-23,MBA13,352
2025-06-24,MBA13,240
2025-06-25,MBA13,318
2025-06-26,MBA13,460
2025-06-27,MBA13,558
2025-06-28,MBA13,257
2025-06-29,MBA13,275
2025-06-30,MBA13,327
2025-07-01,MBA13,365
2025-07-02,MBA13,382
2025-07-03,MBA13,322
2025-07-04,MBA13,329
2025-07-05,MBA13,306
2025-07-06,MBA13,222
2025-07-07,MBA13,286
2025-07-08,MBA13,299
2025-07-09,MBA13,346
2025-07-10,MBA13,323
2025-07-11,MBA13,299
2025-07-12,MBA13,301
2025-07-13,MBA13,209
2025-07-14,MBA13,297
2025-07-15,MBA13,315
2025-07-16,MBA13,381
2025-07-17,MBA13,298
2025-07-18,MBA13,339
2025-07-19,MBA13,254
2025-07-20,MBA13,220
2025-07-21,MBA13,338
2025-07-22,MBA13,311
2025-07-23,MBA13,303
2025-07-24,MBA13,92
2025-07-25,MBA13,323
2025-07-26,MBA13,289
2025-07-27,MBA13,294
2025-07-28,MBA13,270
2025-07-29,MBA13,299
2025-07-30,MBA13,289
2025-07-31,MBA13,287
2025-08-01,MBA13,408
2025-08-02,MBA13,356
2025-08-03,MBA13,332
2025-08-04,MBA13,423
2025-08-05,MBA13,618
2025-08-06,MBA13,461
2025-08-07,MBA13,473
2025-08-08,MBA13,467
2025-08-09,MBA13,372
2025-08-10,MBA13,299
2025-08-11,MBA13,425
2025-08-12,MBA13,442
2025-08-13,MBA13,595
2025-08-14,MBA13,490
2025-08-15,MBA13,452
2025-08-16,MBA13,348
2025-08-17,MBA13,122
2025-08-18,MBA13,570
2025-08-19,MBA13,440
2025-08-20,MBA13,420
2025-08-21,MBA13,418
2025-08-22,MBA13,559
2025-08-23,MBA13,403
2025-08-24,MBA13,394
2025-08-25,MBA13,611
2025-08-26,MBA13,452
2025-08-27,MBA13,402
2025-08-28,MBA13,405
2025-08-29,MBA13,456
2025-08-30,MBA13,400
2025-08-31,MBA13,367
2025-09-01,MBA13,448
2025-09-02,MBA13,449
2025-09-03,MBA13,391
2025-09-04,MBA13,407
2025-09-05,MBA13,434
2025-09-06,MBA13,386
2025-09-07,MBA13,430
2025-09-08,MBA13,443
2025-09-09,MBA13,457
2025-09-10,MBA13,388
2025-09-11,MBA13,456
2025-09-12,MBA13,500
2025-09-13,MBA13,324
2025-09-14,MBA13,332
2025-09-15,MBA13,642
2025-09-16,MBA13,409
2025-09-17,MBA13,433
2025-09-18,MBA13,441
2025-09-19,MBA13,420
2025-09-20,MBA13,327
2025-09-21,MBA13,334
2025-09-22,MBA13,451
2025-09-23,MBA13,398
2025-09-24,MBA13,409
2025-09-25,MBA13,444
2025-09-26,MBA13,436
2025-09-27,MBA13,294
2025-09-28,MBA13,385
2025-09-29,MBA13,417
2025-09-30,MBA13,394
2025-10-01,MBA13,275
2025-10-02,MBA13,356
2025-10-03,MBA13,249
2025-10-04,MBA13,273
2025-10-05,MBA13,288
2025-10-06,MBA13,307
2025-10-07,MBA13,374
2025-10-08,MBA13,287
2025-10-09,MBA13,338
2025-10-10,MBA13,324
2025-10-11,MBA13,318
2025-10-12,MBA13,250
2025-10-13,MBA13,335
2025-10-14,MBA13,324
2025-10-15,MBA13,269
2025-10-16,MBA13,316
2025-10-17,MBA13,301
2025-10-18,MBA13,263
2025-10-19,MBA13,274
2025-10-20,MBA13,366
2025-10-21,MBA13,242
2025-10-22,MBA13,320
2025-10-23,MBA13,277
2025-10-24,MBA13,339
2025-10-25,MBA13,334
2025-10-26,MBA13,248
2025-10-27,MBA13,294
2025-10-28,MBA13,305
2025-10-29,MBA13,277
2025-10-30,MBA13,354
2025-10-31,MBA13,329
2025-11-01,MBA13,464
2025-11-02,MBA13,339
2025-11-03,MBA13,474
2025-11-04,MBA13,524
2025-11-05,MBA13,463
2025-11-06,MBA13,506
2025-11-07,MBA13,420
2025-11-08,MBA13,369
2025-11-09,MBA13,349
2025-11-10,MBA13,463
2025-11-11,MBA13,463
2025-11-12,MBA13,467
2025-11-13,MBA13,493
2025-11-14,MBA13,389
2025-11-15,MBA13,356
2025-11-16,MBA13,383
2025-11-17,MBA13,402
2025-11-18,MBA13,485
2025-11-19,MBA13,444
2025-11-20,MBA13,458
2025-11-21,MBA13,495
2025-11-22,MBA13,572
2025-11-23,MBA13,569
2025-11-24,MBA13,536
2025-11-25,MBA13,440
2025-11-26,MBA13,467
2025-11-27,MBA13,488
2025-11-28,MBA13,491
2025-11-29,MBA13,390
2025-11-30,MBA13,347
2025-12-01,MBA13,450
2025-12-02,MBA13,449
2025-12-03,MBA13,471
2025-12-04,MBA13,475
2025-12-05,MBA13,471
2025-12-06,MBA13,408
2025-12-07,MBA13,437
2025-12-08,MBA13,457
2025-12-09,MBA13,428
2025-12-10,MBA13,438
2025-12-11,MBA13,465
2025-12-12,MBA13,495
2025-12-13,MBA13,346
2025-12-14,MBA13,427
2025-12-15,MBA13,443
2025-12-16,MBA13,493
2025-12-17,MBA13,470
2025-12-18,MBA13,483
2025-12-19,MBA13,485
2025-12-20,MBA13,344
2025-12-21,MBA13,405
2025-12-22,MBA13,423
2025-12-23,MBA13,441
2025-12-24,MBA13,484
2025-12-25,MBA13,594
2025-12-26,MBA13,624
2025-12-27,MBA13,582
2025-12-28,MBA13,324
2025-12-29,MBA13,267
2025-12-30,MBA13,455
2025-12-31,MBA13,480
2023-01-01,MBA15,166
2023-01-02,MBA15,281
2023-01-03,MBA15,103
2023-01-04,MBA15,257
2023-01-05,MBA15,345
2023-01-06,MBA15,269
2023-01-07,MBA15,251
2023-01-08,MBA15,228
2023-01-09,MBA15,462
2023-01-10,MBA15,290
2023-01-11,MBA15,318
2023-01-12,MBA15,162
2023-01-13,MBA15,310
2023-01-14,MBA15,187
2023-01-15,MBA15,254
2023-01-16,MBA15,270
2023-01-17,MBA15,118
2023-01-18,MBA15,292
2023-01-19,MBA15,275
2023-01-20,MBA15,258
2023-01-21,MBA15,191
2023-01-22,MBA15,226
2023-01-23,MBA15,255
2023-01-24,MBA15,292
2023-01-25,MBA15,291
2023-01-26,MBA15,271
2023-01-27,MBA15,230
2023-01-28,MBA15,199
2023-01-29,MBA15,263
2023-01-30,MBA15,275
2023-01-31,MBA15,298
2023-02-01,MBA15,231
2023-02-02,MBA15,348
2023-02-03,MBA15,212
2023-02-04,MBA15,226
2023-02-05,MBA15,160
2023-02-06,MBA15,416
2023-02-07,MBA15,265
2023-02-08,MBA15,238
2023-02-09,MBA15,227
2023-02-10,MBA15,277
2023-02-11,MBA15,228
2023-02-12,MBA15,187
2023-02-13,MBA15,117
2023-02-14,MBA15,283
2023-02-15,MBA15,254
2023-02-16,MBA15,134
2023-02-17,MBA15,254
2023-02-18,MBA15,189
2023-02-19,MBA15,205
2023-02-20,MBA15,215
2023-02-21,MBA15,133
2023-02-22,MBA15,253
2023-02-23,MBA15,211
2023-02-24,MBA15,246
2023-02-25,MBA15,181
2023-02-26,MBA15,188
2023-02-27,MBA15,299
2023-02-28,MBA15,227
2023-03-01,MBA15,249
2023-03-02,MBA15,269
2023-03-03,MBA15,204
2023-03-04,MBA15,206
2023-03-05,MBA15,217
2023-03-06,MBA15,229
2023-03-07,MBA15,218
2023-03-08,MBA15,282
2023-03-09,MBA15,205
2023-03-10,MBA15,248
2023-03-11,MBA15,176
2023-03-12,MBA15,143
2023-03-13,MBA15,292
2023-03-14,MBA15,279
2023-03-15,MBA15,167
2023-03-16,MBA15,264
2023-03-17,MBA15,258
2023-03-18,MBA15,170
2023-03-19,MBA15,246
2023-03-20,MBA15,258
2023-03-21,MBA15,210
2023-03-22,MBA15,233
2023-03-23,MBA15,253
2023-03-24,MBA15,251
2023-03-25,MBA15,265
2023-03-26,MBA15,257
2023-03-27,MBA15,268
2023-03-28,MBA15,216
2023-03-29,MBA15,266
2023-03-30,MBA15,228
2023-03-31,MBA15,242
2023-04-01,MBA15,195
2023-04-02,MBA15,178
2023-04-03,MBA15,266
2023-04-04,MBA15,239
2023-04-05,MBA15,253
2023-04-06,MBA15,244
2023-04-07,MBA15,273
2023-04-08,MBA15,222
2023-04-09,MBA15,201
2023-04-10,MBA15,275
2023-04-11,MBA15,295
2023-04-12,MBA15,199
2023-04-13,MBA15,243
2023-04-14,MBA15,233
2023-04-15,MBA15,191
2023-04-16,MBA15,146
2023-04-17,MBA15,198
2023-04-18,MBA15,180
2023-04-19,MBA15,130
2023-04-20,MBA15,293
2023-04-21,MBA15,339
2023-04-22,MBA15,214
2023-04-23,MBA15,149
2023-04-24,MBA15,274
2023-04-25,MBA15,546
2023-04-26,MBA15,294
2023-04-27,MBA15,363
2023-04-28,MBA15,243
2023-04-29,MBA15,220
2023-04-30,MBA15,198
2023-05-01,MBA15,227
2023-05-02,MBA15,244
2023-05-03,MBA15,270
2023-05-04,MBA15,279
2023-05-05,MBA15,313
2023-05-06,MBA15,213
2023-05-07,MBA15,247
2023-05-08,MBA15,254
2023-05-09,MBA15,258
2023-05-10,MBA15,256
2023-05-11,MBA15,266
2023-05-12,MBA15,285
2023-05-13,MBA15,197
2023-05-14,MBA15,185
2023-05-15,MBA15,287
2023-05-16,MBA15,112
2023-05-17,MBA15,302
2023-05-18,MBA15,256
2023-05-19,MBA15,237
2023-05-20,MBA15,197
2023-05-21,MBA15,177
2023-05-22,MBA15,228
2023-05-23,MBA15,268
2023-05-24,MBA15,212
2023-05-25,MBA15,260
2023-05-26,MBA15,283
2023-05-27,MBA15,234
2023-05-28,MBA15,226
2023-05-29,MBA15,381
2023-05-30,MBA15,232
2023-05-31,MBA15,310
2023-06-01,MBA15,292
2023-06-02,MBA15,228
2023-06-03,MBA15,195
2023-06-04,MBA15,180
2023-06-05,MBA15,270
2023-06-06,MBA15,243
2023-06-07,MBA15,204
2023-06-08,MBA15,258
2023-06-09,MBA15,286
2023-06-10,MBA15,213
2023-06-11,MBA15,226
2023-06-12,MBA15,265
2023-06-13,MBA15,281
2023-06-14,MBA15,268
2023-06-15,MBA15,256
2023-06-16,MBA15,262
2023-06-17,MBA15,380
2023-06-18,MBA15,227
2023-06-19,MBA15,209
2023-06-20,MBA15,276
2023-06-21,MBA15,258
2023-06-22,MBA15,273
2023-06-23,MBA15,263
2023-06-24,MBA15,201
2023-06-25,MBA15,169
2023-06-26,MBA15,278
2023-06-27,MBA15,272
2023-06-28,MBA15,272
2023-06-29,MBA15,293
2023-06-30,MBA15,245
2023-07-01,MBA15,208
2023-07-02,MBA15,186
2023-07-03,MBA15,244
2023-07-04,MBA15,222
2023-07-05,MBA15,237
2023-07-06,MBA15,195
2023-07-07,MBA15,388
2023-07-08,MBA15,266
2023-07-09,MBA15,105
2023-07-10,MBA15,231
2023-07-11,MBA15,256
2023-07-12,MBA15,239
2023-07-13,MBA15,265
2023-07-14,MBA15,274
2023-07-15,MBA15,147
2023-07-16,MBA15,243
2023-07-17,MBA15,215
2023-07-18,MBA15,299
2023-07-19,MBA15,229
2023-07-20,MBA15,208
2023-07-21,MBA15,255
2023-07-22,MBA15,191
2023-07-23,MBA15,176
2023-07-24,MBA15,251
2023-07-25,MBA15,260
2023-07-26,MBA15,214
2023-07-27,MBA15,270
2023-07-28,MBA15,252
2023-07-29,MBA15,250
2023-07-30,MBA15,251
2023-07-31,MBA15,317
2023-08-01,MBA15,361
2023-08-02,MBA15,342
2023-08-03,MBA15,358
2023-08-04,MBA15,344
2023-08-05,MBA15,317
2023-08-06,MBA15,303
2023-08-07,MBA15,337
2023-08-08,MBA15,370
2023-08-09,MBA15,414
2023-08-10,MBA15,348
2023-08-11,MBA15,362
2023-08-12,MBA15,314
2023-08-13,MBA15,300
2023-08-14,MBA15,102
2023-08-15,MBA15,375
2023-08-16,MBA15,387
2023-08-17,MBA15,382
2023-08-18,MBA15,363
2023-08-19,MBA15,250
2023-08-20,MBA15,219
2023-08-21,MBA15,387
2023-08-22,MBA15,393
2023-08-23,MBA15,337
2023-08-24,MBA15,489
2023-08-25,MBA15,344
2023-08-26,MBA15,418
2023-08-27,MBA15,91
2023-08-28,MBA15,365
2023-08-29,MBA15,340
2023-08-30,MBA15,436
2023-08-31,MBA15,597
2023-09-01,MBA15,348
2023-09-02,MBA15,283
2023-09-03,MBA15,285
2023-09-04,MBA15,363
2023-09-05,MBA15,364
2023-09-06,MBA15,343
2023-09-07,MBA15,348
2023-09-08,MBA15,333
2023-09-09,MBA15,263
2023-09-10,MBA15,263
2023-09-11,MBA15,347
2023-09-12,MBA15,325
2023-09-13,MBA15,267
2023-09-14,MBA15,340
2023-09-15,MBA15,315
2023-09-16,MBA15,287
2023-09-17,MBA15,266
2023-09-18,MBA15,364
2023-09-19,MBA15,317
2023-09-20,MBA15,300
2023-09-21,MBA15,348
2023-09-22,MBA15,338
2023-09-23,MBA15,246
2023-09-24,MBA15,306
2023-09-25,MBA15,322
2023-09-26,MBA15,329
2023-09-27,MBA15,378
2023-09-28,MBA15,365
2023-09-29,MBA15,319
2023-09-30,MBA15,274
2023-10-01,MBA15,176
2023-10-02,MBA15,99
2023-10-03,MBA15,277
2023-10-04,MBA15,292
2023-10-05,MBA15,251
2023-10-06,MBA15,207
2023-10-07,MBA15,157
2023-10-08,MBA15,188
2023-10-09,MBA15,286
2023-10-10,MBA15,275
2023-10-11,MBA15,279
2023-10-12,MBA15,239
2023-10-13,MBA15,247
2023-10-14,MBA15,236
2023-10-15,MBA15,257
2023-10-16,MBA15,286
2023-10-17,MBA15,286
2023-10-18,MBA15,238
2023-10-19,MBA15,277
2023-10-20,MBA15,222
2023-10-21,MBA15,366
2023-10-22,MBA15,219
2023-10-23,MBA15,282
2023-10-24,MBA15,258
2023-10-25,MBA15,229
2023-10-26,MBA15,315
2023-10-27,MBA15,289
2023-10-28,MBA15,174
2023-10-29,MBA15,215
2023-10-30,MBA15,287
2023-10-31,MBA15,212
2023-11-01,MBA15,407
2023-11-02,MBA15,389
2023-11-03,MBA15,355
2023-11-04,MBA15,322
2023-11-05,MBA15,313
2023-11-06,MBA15,387
2023-11-07,MBA15,526
2023-11-08,MBA15,395
2023-11-09,MBA15,344
2023-11-10,MBA15,410
2023-11-11,MBA15,269
2023-11-12,MBA15,283
2023-11-13,MBA15,385
2023-11-14,MBA15,553
2023-11-15,MBA15,384
2023-11-16,MBA15,410
2023-11-17,MBA15,380
2023-11-18,MBA15,280
2023-11-19,MBA15,306
2023-11-20,MBA15,331
2023-11-21,MBA15,420
2023-11-22,MBA15,358
2023-11-23,MBA15,159
2023-11-24,MBA15,193
2023-11-25,MBA15,307
2023-11-26,MBA15,270
2023-11-27,MBA15,345
2023-11-28,MBA15,343
2023-11-29,MBA15,409
2023-11-30,MBA15,383
2023-12-01,MBA15,347
2023-12-02,MBA15,320
2023-12-03,MBA15,315
2023-12-04,MBA15,474
2023-12-05,MBA15,389
2023-12-06,MBA15,406
2023-12-07,MBA15,386
2023-12-08,MBA15,450
2023-12-09,MBA15,286
2023-12-10,MBA15,339
2023-12-11,MBA15,442
2023-12-12,MBA15,433
2023-12-13,MBA15,376
2023-12-14,MBA15,400
2023-12-15,MBA15,383
2023-12-16,MBA15,282
2023-12-17,MBA15,344
2023-12-18,MBA15,394
2023-12-19,MBA15,350
2023-12-20,MBA15,366
2023-12-21,MBA15,372
2023-12-22,MBA15,412
2023-12-23,MBA15,271
2023-12-24,MBA15,240
2023-12-25,MBA15,342
2023-12-26,MBA15,383
2023-12-27,MBA15,348
2023-12-28,MBA15,371
2023-12-29,MBA15,362
2023-12-30,MBA15,245
2023-12-31,MBA15,285
2024-01-01,MBA15,261
2024-01-02,MBA15,295
2024-01-03,MBA15,325
2024-01-04,MBA15,245
2024-01-05,MBA15,272
2024-01-06,MBA15,231
2024-01-07,MBA15,287
2024-01-08,MBA15,252
2024-01-09,MBA15,243
2024-01-10,MBA15,257
2024-01-11,MBA15,243
2024-01-12,MBA15,287
2024-01-13,MBA15,245
2024-01-14,MBA15,224
2024-01-15,MBA15,272
2024-01-16,MBA15,307
2024-01-17,MBA15,261
2024-01-18,MBA15,290
2024-01-19,MBA15,261
2024-01-20,MBA15,183
2024-01-21,MBA15,251
2024-01-22,MBA15,276
2024-01-23,MBA15,299
2024-01-24,MBA15,280
2024-01-25,MBA15,403
2024-01-26,MBA15,244
2024-01-27,MBA15,236
2024-01-28,MBA15,220
2024-01-29,MBA15,248
2024-01-30,MBA15,256
2024-01-31,MBA15,251
2024-02-01,MBA15,263
2024-02-02,MBA15,230
2024-02-03,MBA15,311
2024-02-04,MBA15,226
2024-02-05,MBA15,302
2024-02-06,MBA15,304
2024-02-07,MBA15,273
2024-02-08,MBA15,223
2024-02-09,MBA15,317
2024-02-10,MBA15,178
2024-02-11,MBA15,231
2024-02-12,MBA15,307
2024-02-13,MBA15,283
2024-02-14,MBA15,250
2024-02-15,MBA15,274
2024-02-16,MBA15,252
2024-02-17,MBA15,200
2024-02-18,MBA15,224
2024-02-19,MBA15,195
2024-02-20,MBA15,261
2024-02-21,MBA15,273
2024-02-22,MBA15,271
2024-02-23,MBA15,246
2024-02-24,MBA15,308
2024-02-25,MBA15,296
2024-02-26,MBA15,519
2024-02-27,MBA15,284
2024-02-28,MBA15,254
2024-02-29,MBA15,261
2024-03-01,MBA15,269
2024-03-02,MBA15,186
2024-03-03,MBA15,244
2024-03-04,MBA15,310
2024-03-05,MBA15,235
2024-03-06,MBA15,318
2024-03-07,MBA15,270
2024-03-08,MBA15,282
2024-03-09,MBA15,176
2024-03-10,MBA15,200
2024-03-11,MBA15,285
2024-03-12,MBA15,297
2024-03-13,MBA15,241
2024-03-14,MBA15,85
2024-03-15,MBA15,268
2024-03-16,MBA15,218
2024-03-17,MBA15,226
2024-03-18,MBA15,265
2024-03-19,MBA15,302
2024-03-20,MBA15,242
2024-03-21,MBA15,280
2024-03-22,MBA15,281
2024-03-23,MBA15,193
2024-03-24,MBA15,228
2024-03-25,MBA15,96
2024-03-26,MBA15,195
2024-03-27,MBA15,238
2024-03-28,MBA15,259
2024-03-29,MBA15,307
2024-03-30,MBA15,183
2024-03-31,MBA15,249
2024-04-01,MBA15,217
2024-04-02,MBA15,341
2024-04-03,MBA15,228
2024-04-04,MBA15,302
2024-04-05,MBA15,249
2024-04-06,MBA15,234
2024-04-07,MBA15,267
2024-04-08,MBA15,260
2024-04-09,MBA15,337
2024-04-10,MBA15,319
2024-04-11,MBA15,225
2024-04-12,MBA15,267
2024-04-13,MBA15,210
2024-04-14,MBA15,218
2024-04-15,MBA15,257
2024-04-16,MBA15,241
2024-04-17,MBA15,265
2024-04-18,MBA15,284
2024-04-19,MBA15,195
2024-04-20,MBA15,243
2024-04-21,MBA15,222
2024-04-22,MBA15,312
2024-04-23,MBA15,254
2024-04-24,MBA15,251
2024-04-25,MBA15,244
2024-04-26,MBA15,282
2024-04-27,MBA15,163
2024-04-28,MBA15,195
2024-04-29,MBA15,273
2024-04-30,MBA15,224
2024-05-01,MBA15,270
2024-05-02,MBA15,306
2024-05-03,MBA15,301
2024-05-04,MBA15,213
2024-05-05,MBA15,245
2024-05-06,MBA15,145
2024-05-07,MBA15,273
2024-05-08,MBA15,277
2024-05-09,MBA15,261
2024-05-10,MBA15,326
2024-05-11,MBA15,216
2024-05-12,MBA15,194
2024-05-13,MBA15,298
2024-05-14,MBA15,268
2024-05-15,MBA15,270
2024-05-16,MBA15,287
2024-05-17,MBA15,288
2024-05-18,MBA15,188
2024-05-19,MBA15,208
2024-05-20,MBA15,228
2024-05-21,MBA15,277
2024-05-22,MBA15,322
2024-05-23,MBA15,240
2024-05-24,MBA15,223
2024-05-25,MBA15,198
2024-05-26,MBA15,209
2024-05-27,MBA15,289
2024-05-28,MBA15,257
2024-05-29,MBA15,278
2024-05-30,MBA15,253
2024-05-31,MBA15,262
2024-06-01,MBA15,193
2024-06-02,MBA15,184
2024-06-03,MBA15,290
2024-06-04,MBA15,255
2024-06-05,MBA15,280
2024-06-06,MBA15,243
2024-06-07,MBA15,267
2024-06-08,MBA15,156
2024-06-09,MBA15,206
2024-06-10,MBA15,246
2024-06-11,MBA15,301
2024-06-12,MBA15,231
2024-06-13,MBA15,263
2024-06-14,MBA15,277
2024-06-15,MBA15,246
2024-06-16,MBA15,241
2024-06-17,MBA15,265
2024-06-18,MBA15,269
2024-06-19,MBA15,301
